,Applicant Country,Applicant Number,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
786,,"05/902,637",Koenig & Bauer Aktiengesellschaft,6009732,B41F 13/56 (20130101),"May 4, 1978","February 26, 1980","4,190,243",#4190243,True
787,,"05/902,425",,20331273,B60P 7/0823 (20130101),"May 3, 1978","February 26, 1980","4,190,262",#4190262,True
788,,"05/955,803",,25497367,B62D 25/2054 (20130101); B62D 33/02 (20130101),"October 30, 1978","February 26, 1980","4,190,281",#4190281,True
789,,"05/890,109",,25771824,B60N 2/80 (20180201),"March 27, 1978","February 26, 1980","4,190,289",#4190289,True
790,,"05/900,708",,25412965,B28D 1/00 (20130101); E21C 37/04 (20130101),"April 27, 1978","February 26, 1980","4,190,293",#4190293,True
791,,"06/014,794","Tektronix, Inc.",26686530,G01R 1/0425 (20130101); H01R 23/66 (20130101); H01R 4/242 (20130101); H01R 12/675 (20130101); H01R 4/2416 (20130101); H01R 4/242 (20130101); H01R 13/506 (20130101); H01R 13/508 (20130101),"February 26, 1979","February 26, 1980","4,190,311",#4190311,True
792,,"05/965,591",,25510189,C12Q 1/04 (20130101),"December 1, 1978","February 26, 1980","4,190,328",#4190328,True
793,,"05/870,164",Rank Xerox Limited,11991168,G03B 27/6221 (20130101); G03G 15/605 (20130101),"January 17, 1978","February 26, 1980","4,190,358",#4190358,True
794,,"05/891,972",Sperry Rand Corporation,25399145,A01D 90/08 (20130101),"March 30, 1978","February 26, 1980","4,190,392",#4190392,True
795,,"05/901,154",Borg-Warner Corporation,25413669,F04D 1/06 (20130101); F05B 2240/61 (20130101),"April 28, 1978","February 26, 1980","4,190,395",#4190395,True
796,,"05/854,186",General Electric Company,25317968,F01D 25/243 (20130101); F02C 7/18 (20130101); F02C 7/24 (20130101); F05B 2260/301 (20130101); F05D 2260/97 (20130101),"November 23, 1977","February 26, 1980","4,190,397",#4190397,True
797,,"05/803,167",General Electric Company,25185757,F01D 5/18 (20130101); F01D 25/12 (20130101); F02C 7/12 (20130101); F02C 7/16 (20130101); Y02T 50/676 (20130101); Y02T 50/671 (20130101); Y02T 50/673 (20130101),"June 3, 1977","February 26, 1980","4,190,398",#4190398,True
798,,"06/004,578","Donald MacMillan & Son, Inc.",21711465,B29C 33/02 (20130101); B29D 30/54 (20130101); B29C 2035/0211 (20130101); B29L 2030/00 (20130101),"January 18, 1979","February 26, 1980","4,190,405",#4190405,True
799,,"05/926,051","Uniroyal, Inc.",27112050,B29D 30/0603 (20130101); B29D 30/0645 (20130101),"July 19, 1978","February 26, 1980","4,190,406",#4190406,True
800,,"05/929,891","Kuraray Co., Ltd.",14105920,B01D 63/022 (20130101); B29C 39/08 (20130101); B29C 70/845 (20130101); B29L 2031/14 (20130101),"August 1, 1978","February 26, 1980","4,190,411",#4190411,True
801,,"05/917,766",Bayer Aktiengesellschaft,6012084,C08G 18/3895 (20130101); D04H 1/4209 (20130101); D04H 1/587 (20130101); D04H 1/64 (20130101),"June 21, 1978","February 26, 1980","4,190,459",#4190459,True
802,,"05/959,964","Owens-Illinois, Inc.",25502632,H01L 31/055 (20130101); Y02E 10/52 (20130101),"November 13, 1978","February 26, 1980","4,190,465",#4190465,True
803,,"05/954,112",Union Carbide Corporation,27115825,C09J 5/00 (20130101); F16B 11/008 (20130101); F16C 3/026 (20130101); F16D 1/068 (20130101); F16D 3/387 (20130101); Y10T 29/49872 (20150115); Y10T 403/475 (20150115); Y10T 29/49885 (20150115); F16C 2226/40 (20130101); Y10T 403/52 (20150115); Y10T 29/49906 (20150115); Y10T 403/473 (20150115); Y10T 403/62 (20150115),"October 24, 1978","February 26, 1980","4,190,479",#4190479,True
804,,"06/008,875","Aqua-Chem, Inc.",27485823,A01N 59/12 (20130101); C02F 1/766 (20130101),"February 2, 1979","February 26, 1980","4,190,529",#4190529,True
805,,"05/892,508",E. I. Du Pont de Nemours and Company,25400041,B01D 15/18 (20130101); B04B 5/0421 (20130101); G01N 2035/00495 (20130101),"April 3, 1978","February 26, 1980","4,190,530",#4190530,True
806,,"05/913,221","Kao Soap Co., Ltd.",13429118,C11D 1/72 (20130101); C11D 17/0034 (20130101); C11D 3/128 (20130101),"June 6, 1978","February 26, 1980","4,190,551",#4190551,True
807,,"05/939,969",BASF Aktiengesellschaft,27187227,C09D 125/14 (20130101); C09D 133/02 (20130101); C09D 133/064 (20130101); C09D 163/00 (20130101); C09D 163/00 (20130101); C09D 125/14 (20130101); C09D 133/02 (20130101); C09D 133/064 (20130101); C08L 63/00 (20130101); C08L 2666/04 (20130101); C08L 2666/14 (20130101); C08L 2666/14 (20130101); C08L 2666/14 (20130101),"September 6, 1978","February 26, 1980","4,190,569",#4190569,True
808,,"05/798,426",Pentapharm A.G.,4315468,C07K 5/0808 (20130101); C07K 5/0812 (20130101); C12Q 1/56 (20130101); G01N 2333/976 (20130101); G01N 2333/968 (20130101); G01N 2333/9723 (20130101); G01N 2333/974 (20130101); C12Q 2337/12 (20130101),"May 19, 1977","February 26, 1980","4,190,574",#4190574,True
809,,"05/864,173",American Home Products Corporation,25342678,C07K 5/1005 (20130101); C07K 14/6555 (20130101); A61K 38/00 (20130101),"December 27, 1977","February 26, 1980","4,190,575",#4190575,True
810,,"05/947,940",Merrell Toraude et Compagnie,27123583,C07F 7/081 (20130101); Y10S 514/962 (20130101); Y10S 514/96 (20130101),"October 2, 1978","February 26, 1980","4,190,586",#4190586,True
811,,"05/618,173",Mobil Oil Corporation,26907319,C07D 207/26 (20130101); C08G 73/0611 (20130101); C08G 73/1092 (20130101); C10L 1/22 (20130101); C10L 1/224 (20130101); C07D 307/33 (20130101); Y10S 516/05 (20130101); C10L 1/1817 (20130101); C10L 1/188 (20130101); C10L 1/198 (20130101); C10L 1/221 (20130101); C10L 1/222 (20130101); C10L 1/232 (20130101); C10L 1/238 (20130101); C10L 1/2383 (20130101); C10L 1/2387 (20130101); C10M 2215/04 (20130101); C10M 2215/08 (20130101); C10M 2215/082 (20130101); C10M 2215/26 (20130101); C10M 2215/28 (20130101); C10M 2217/046 (20130101); C10M 2217/06 (20130101); C10N 2240/08 (20130101); C10N 2250/10 (20130101); C10M 2290/02 (20130101),"September 30, 1975","February 26, 1980","4,190,588",#4190588,True
812,,"05/902,824",Nippon Kayaku Kabushiki Kaisha,13015342,C07D 493/10 (20130101),"May 4, 1978","February 26, 1980","4,190,589",#4190589,True
813,,"05/857,848",American Cyanamid Company,27107668,C07C 29/10 (20130101); C07F 7/2208 (20130101); C07C 45/29 (20130101); C07C 49/227 (20130101); C07C 49/743 (20130101); C07C 49/753 (20130101); C07C 405/00 (20130101); C07C 405/0025 (20130101); C07C 405/0033 (20130101); C07D 307/42 (20130101); C07F 7/1804 (20130101); C07C 29/42 (20130101); C07C 29/10 (20130101); C07C 33/423 (20130101); C07C 29/42 (20130101); C07C 33/42 (20130101); C07C 45/29 (20130101); C07C 49/227 (20130101),"December 5, 1977","February 26, 1980","4,190,596",#4190596,True
814,,"05/946,314",Union Carbide Corporation,25484298,C07C 29/1512 (20130101); C07C 29/1514 (20130101); C07C 29/158 (20130101); C07C 29/1512 (20130101); C07C 31/04 (20130101); C07C 29/1514 (20130101); C07C 31/04 (20130101); C07C 29/158 (20130101); C07C 31/04 (20130101); C07C 29/1512 (20130101); C07C 31/202 (20130101); C07C 29/1514 (20130101); C07C 31/202 (20130101); C07C 29/158 (20130101); C07C 31/202 (20130101),"September 27, 1978","February 26, 1980","4,190,598",#4190598,True
815,,"05/952,933",Instytut Przemysku Organicznega,19985293,B65G 3/02 (20130101); C01B 17/0248 (20130101),"October 20, 1978","February 26, 1980","4,190,627",#4190627,True
816,,"05/913,402","PPG Industries, Inc.",25433235,C01B 11/04 (20130101),"June 7, 1978","February 26, 1980","4,190,638",#4190638,True
817,,"05/938,230",Burroughs Wellcome Co.,27259656,C07K 14/005 (20130101); A61K 39/00 (20130101); C12N 2720/12322 (20130101),"August 30, 1978","February 26, 1980","4,190,645",#4190645,True
818,,"06/020,148","Merck & Co., Inc.",21797013,C07K 14/6555 (20130101); A61K 38/00 (20130101),"March 13, 1979","February 26, 1980","4,190,648",#4190648,True
819,,"05/800,435",,9173980,C12P 19/34 (20130101); C07H 21/00 (20130101),"May 25, 1977","February 26, 1980","4,190,649",#4190649,True
820,,"05/937,245","Merck & Co., Inc.",25469674,C07C 59/265 (20130101); C07D 241/26 (20130101),"August 28, 1978","February 26, 1980","4,190,655",#4190655,True
821,,"05/913,180",SmithKline & French Laboratories Limited,25433009,C07F 9/2458 (20130101); C07F 9/4006 (20130101); C07F 9/653 (20130101); C07F 9/6518 (20130101); C07F 9/65395 (20130101); C07F 9/58 (20130101); C07F 9/6506 (20130101); C07F 9/6539 (20130101),"June 6, 1978","February 26, 1980","4,190,664",#4190664,True
822,,,,,,,"4,190,667","4,190,667",#4190667,True
823,,"05/860,497",The Dow Chemical Company,25333353,A01N 25/22 (20130101); A01N 37/30 (20130101); A01N 37/34 (20130101); A01N 37/30 (20130101); A01N 37/34 (20130101); A01N 2300/00 (20130101); A01N 2300/00 (20130101),"December 14, 1977","February 26, 1980","4,190,668",#4190668,True
824,,"05/883,252",Biorex Laboratories Limited,26248208,C07C 45/29 (20130101); C07C 45/673 (20130101); C07C 47/56 (20130101); C07C 59/74 (20130101); C07C 59/90 (20130101); C07C 65/38 (20130101); C07C 65/40 (20130101); C07C 317/44 (20130101); C07D 307/88 (20130101); C07C 45/29 (20130101); C07C 47/56 (20130101); C07C 45/673 (20130101); C07C 49/825 (20130101); Y10S 514/926 (20130101); Y10S 514/927 (20130101); Y10S 514/826 (20130101); Y02P 20/582 (20151101),"March 3, 1978","February 26, 1980","4,190,671",#4190671,True
825,,"05/611,142",,24447811,A23B 4/052 (20130101); A47J 37/0786 (20130101); Y02A 40/949 (20180101),"September 8, 1975","February 26, 1980","4,190,677",#4190677,True
826,,"06/016,492",Exxon Research & Engineering Co.,21777406,H01M 4/36 (20130101); H01M 4/58 (20130101); H01M 10/0562 (20130101),"March 1, 1979","February 26, 1980","4,190,706",#4190706,True
827,,"05/948,162",Asahi Kasei Kogyo Kabushiki Kaisha,14722080,C08J 9/26 (20130101); H01M 2/1653 (20130101); H01M 2300/0014 (20130101),"October 3, 1978","February 26, 1980","4,190,707",#4190707,True
828,,"05/838,017",Union Carbide Corporation,25276056,C08G 18/10 (20130101); C08G 18/4837 (20130101); C08G 18/10 (20130101); C08G 18/6674 (20130101); C08G 2101/0008 (20130101); Y10S 521/914 (20130101); C08G 2120/00 (20130101); C08G 2101/0066 (20130101),"September 29, 1977","February 26, 1980","4,190,711",#4190711,True
829,,"05/842,157","Nitto Chemical Industry Co., Ltd.",27463502,C02F 1/54 (20130101); C08F 20/34 (20130101),"October 14, 1977","February 26, 1980","4,190,717",#4190717,True
830,,"05/960,346",Eli Lilly and Company,25503071,C07D 501/08 (20130101); Y02P 20/55 (20151101),"November 13, 1978","February 26, 1980","4,190,724",#4190724,True
831,,"05/940,294",Chemische Werke Huls AG,6018289,C07C 45/50 (20130101); C07C 45/50 (20130101); C07C 47/02 (20130101),"September 7, 1978","February 26, 1980","4,190,731",#4190731,True
832,,"05/830,439","Dee-Jay Independent Services Group, Inc.",25257014,H02G 9/10 (20130101); H02G 15/076 (20130101),"September 6, 1977","February 26, 1980","4,190,734",#4190734,True
833,,"05/965,713",GTE Automatic Electric Laboratories Incorporated,25510377,H04M 7/0096 (20130101),"December 1, 1978","February 26, 1980","4,190,745",#4190745,True
834,,"05/893,795","Bell Telephone Laboratories, Incorporated",25402108,H04B 1/587 (20130101); H04B 10/802 (20130101); H04M 1/003 (20130101),"April 5, 1978","February 26, 1980","4,190,747",#4190747,True
835,,"05/919,275",Agency of Industrial Science & Technology,27457199,G06K 7/10 (20130101); G11B 7/09 (20130101); G11B 7/0917 (20130101); G11B 7/13 (20130101); G11C 11/42 (20130101),"June 26, 1978","February 26, 1980","4,190,775",#4190775,True
836,,"05/868,630",,20691981,G08C 15/06 (20130101); Y10T 307/74 (20150401),"January 11, 1978","February 26, 1980","4,190,776",#4190776,True
837,,"05/889,469",The United States of America as represented by the Secretary of the Air,25395164,H03B 5/36 (20130101),"March 23, 1978","February 26, 1980","4,190,808",#4190808,True
838,,"05/794,287",Hughes Aircraft Company,25162231,H02M 3/3378 (20130101); H02M 1/44 (20130101); Y02B 70/1483 (20130101),"May 5, 1977","February 26, 1980","4,190,882",#4190882,True
839,,"05/783,516",Texas Instruments Incorporated,25129515,G11C 17/12 (20130101); H03M 7/001 (20130101),"April 1, 1977","February 26, 1980","4,190,897",#4190897,True
840,,"05/894,764",Computer Microfilm International Corporation,25403499,G06K 17/0016 (20130101); H04N 1/0057 (20130101); H04N 1/047 (20130101); H04N 1/1004 (20130101); H04N 1/3875 (20130101); H04N 1/40056 (20130101); H04N 7/18 (20130101); H04N 2201/04732 (20130101); H04N 2201/0404 (20130101); H04N 2201/041 (20130101); H04N 2201/0432 (20130101); H04N 2201/04703 (20130101); H04N 2201/04758 (20130101); H04N 2201/04718 (20130101),"April 10, 1978","February 26, 1980","4,190,899",#4190899,True
841,,"05/856,433",Honeywell Information Systems Inc.,25323618,H05K 1/029 (20130101); H05K 1/0295 (20130101); H05K 1/116 (20130101); H05K 1/0298 (20130101); H05K 2201/09954 (20130101); H05K 2201/10689 (20130101),"December 1, 1977","February 26, 1980","4,190,901",#4190901,True
842,,"05/891,211",,25397795,A47C 23/0438 (20130101); A47C 23/0435 (20130101); A47C 23/002 (20130101),"March 29, 1978","March 4, 1980","4,190,914",#4190914,True
843,,"05/949,396",,25489015,A47L 23/263 (20130101),"October 5, 1978","March 4, 1980","4,190,919",#4190919,True
844,,"05/879,181",Texas Instruments Incorporated,27114794,H01H 1/58 (20130101); H01H 13/7013 (20130101); Y10T 29/49218 (20150115); Y10T 29/49908 (20150115); Y10T 29/49906 (20150115); Y10T 29/49915 (20150115),"February 21, 1978","March 4, 1980","4,190,951",#4190951,True
845,,"05/938,619","The Continental Group, Inc.",25471681,B67B 7/30 (20130101),"August 31, 1978","March 4, 1980","4,190,956",#4190956,True
846,,"05/877,981",J. M. Voith GmbH,25771764,D21F 5/02 (20130101); D21F 5/04 (20130101); D21F 5/042 (20130101),"February 15, 1978","March 4, 1980","4,190,964",#4190964,True
847,,"05/967,644",,25513098,A63H 3/52 (20130101),"December 7, 1978","March 4, 1980","4,190,979",#4190979,True
848,,"05/899,829",,25411615,E04C 5/168 (20130101); E04C 5/18 (20130101),"April 25, 1978","March 4, 1980","4,190,999",#4190999,True
849,,"05/862,859",General Motors Corporation,25339561,F23R 3/002 (20130101); F23R 3/60 (20130101),"December 21, 1977","March 4, 1980","4,191,011",#4191011,True
850,,"05/819,267",Kabushiki Kaisah Maekawa Seisakusho,27306464,A23B 4/08 (20130101); F25B 49/02 (20130101); F25D 17/02 (20130101),"July 27, 1977","March 4, 1980","4,191,027",#4191027,True
851,,"05/918,203",United States of America as represented by the Secretary of the Navy,25439969,A62B 17/005 (20130101); F25D 3/14 (20130101); F25D 2400/26 (20130101),"June 22, 1978","March 4, 1980","4,191,028",#4191028,True
852,,"05/848,830",,25304394,B21D 5/10 (20130101); B21D 53/00 (20130101); B23D 19/06 (20130101),"November 7, 1977","March 4, 1980","4,191,040",#4191040,True
853,,"05/924,321",Aisin Seiki Kabushiki Kaisha,13896460,F02D 41/086 (20130101),"July 13, 1978","March 4, 1980","4,191,051",#4191051,True
854,,"05/964,935",Delta Materials Research Limited,25509194,G01K 5/483 (20130101); G01K 5/60 (20130101),"November 30, 1978","March 4, 1980","4,191,053",#4191053,True
855,,"05/927,760",Ransburg Corporation,25455213,G01M 1/045 (20130101); G01M 1/225 (20130101),"July 25, 1978","March 4, 1980","4,191,055",#4191055,True
856,,"05/937,852","Tube Engineers, Inc.",25470496,G01L 7/041 (20130101),"August 29, 1978","March 4, 1980","4,191,056",#4191056,True
857,,"05/903,335",,11308160,D02H 13/12 (20130101); D02H 3/02 (20130101); F16H 37/0833 (20130101); F16H 3/363 (20130101),"May 5, 1978","March 4, 1980","4,191,069",#4191069,True
858,,"06/019,210",,26691985,A47B 3/0916 (20130101); A47B 3/0917 (20130101); B25H 1/06 (20130101); B25H 1/04 (20130101),"March 9, 1979","March 4, 1980","4,191,111",#4191111,True
859,,"05/848,712",The Joseph L. Herman Family Trust,25304074,C23C 2/22 (20130101); C23C 2/38 (20130101),"November 4, 1977","March 4, 1980","4,191,127",#4191127,True
860,,"05/933,150",,25463454,A01K 45/00 (20130101); A61D 1/005 (20130101),"August 14, 1978","March 4, 1980","4,191,130",#4191130,True
861,,"05/840,179",Motoren- und Turbinen-Union Friedrichshafen GmbH,5991419,F02D 17/026 (20130101); F02N 19/004 (20130101); F02B 3/06 (20130101),"October 7, 1977","March 4, 1980","4,191,152",#4191152,True
862,,"05/847,724",,25301340,F24S 10/754 (20180501); Y02E 10/44 (20130101); Y10S 126/907 (20130101),"November 2, 1977","March 4, 1980","4,191,168",#4191168,True
863,,"05/907,879",General Motors Corporation,25424794,F24D 19/1057 (20130101); G05D 23/13 (20130101); Y02B 10/20 (20130101); Y02B 10/70 (20130101),"May 19, 1978","March 4, 1980","4,191,172",#4191172,True
864,,"05/870,050",,25354693,A61B 5/486 (20130101); A61M 21/00 (20130101); G10H 1/26 (20130101); A61M 2021/0011 (20130101); A61M 2021/0027 (20130101); A61M 2021/0044 (20130101); G10H 2250/301 (20130101),"January 16, 1978","March 4, 1980","4,191,175",#4191175,True
865,,"05/843,402",,25289868,A61B 17/22022 (20130101); G10K 15/06 (20130101); A61B 2017/00973 (20130101),"October 19, 1977","March 4, 1980","4,191,189",#4191189,True
866,,"05/797,808",,25171856,A44C 7/001 (20130101),"May 12, 1977","March 4, 1980","4,191,190",#4191190,True
867,,"05/915,505","Textron, Inc.",27112865,F15B 13/02 (20130101); Y10T 137/2567 (20150401),"June 14, 1978","March 4, 1980","4,191,202",#4191202,True
868,,"05/567,552",International Paper Company,24267628,A61M 1/0031 (20130101); A61M 1/0035 (20140204); A61M 39/228 (20130101); Y10T 137/3109 (20150401),"April 14, 1975","March 4, 1980","4,191,204",#4191204,True
869,,"05/938,951",,25472275,A01B 23/046 (20130101); A01B 49/04 (20130101),"September 1, 1978","March 4, 1980","4,191,262",#4191262,True
870,,"05/915,498",Schlumberger Technology Corporation,25435852,E21B 43/117 (20130101); E21B 43/1185 (20130101); F42B 3/08 (20130101); F42D 1/06 (20130101),"June 14, 1978","March 4, 1980","4,191,265",#4191265,True
871,,"05/886,774",Atlas Copco Aktiebolag,20330799,B25B 23/145 (20130101); Y10T 477/759 (20150115),"March 15, 1978","March 4, 1980","4,191,282",#4191282,True
872,,"05/946,019","Hitachi, Ltd.",14665660,B65G 11/203 (20130101),"September 26, 1978","March 4, 1980","4,191,286",#4191286,True
873,,"05/942,647",Research Products Company,25478406,A01F 25/00 (20130101),"September 15, 1978","March 4, 1980","4,191,308",#4191308,True
874,,"05/945,108",,27118845,B65D 47/243 (20130101); B65D 47/40 (20130101),"September 25, 1978","March 4, 1980","4,191,315",#4191315,True
875,,"05/932,380",Alfa-Laval AB,26656852,B04B 7/12 (20130101); B04B 1/18 (20130101),"August 9, 1978","March 4, 1980","4,191,325",#4191325,True
876,,"05/933,516",,25464112,F23D 14/52 (20130101),"August 14, 1978","March 4, 1980","4,191,333",#4191333,True
877,,"05/876,410",Marvin Glass & Associates,25367651,A63B 65/12 (20130101); A63B 69/406 (20130101),"February 10, 1978","March 4, 1980","4,191,374",#4191374,True
878,,"05/870,006",Durametallic Corporation,25354600,F16J 15/162 (20130101); F16J 15/3404 (20130101); F16J 15/20 (20130101); Y10S 277/93 (20130101),"January 16, 1978","March 4, 1980","4,191,386",#4191386,True
879,,"05/845,640",Parker-Hannifin Corporation,25295734,F16B 43/001 (20130101); F16J 15/127 (20130101),"October 26, 1977","March 4, 1980","4,191,389",#4191389,True
880,,"05/911,196",Rim Jerusalem Furniture Limited,26256439,A47B 88/941 (20170101); Y10T 403/4602 (20150115); A47B 2088/902 (20170101),"May 31, 1978","March 4, 1980","4,191,439",#4191439,True
881,,"05/943,902",Minolta Camera Kabushiki Kaisha,26421918,G03B 21/11 (20130101),"September 19, 1978","March 4, 1980","4,191,455",#4191455,True
882,,"06/027,183",Xerox Corporation,21836180,G03G 15/60 (20130101); G03G 15/6552 (20130101); G03G 2215/00185 (20130101); G03G 2215/00223 (20130101); G03G 2215/00227 (20130101); G03G 2215/00236 (20130101); G03G 2215/00459 (20130101); G03G 2215/00928 (20130101),"April 4, 1979","March 4, 1980","4,191,467",#4191467,True
883,,"05/862,367",,25338330,B64C 11/00 (20130101); F03D 1/0608 (20130101); F04D 29/32 (20130101); F05B 2240/301 (20130101); Y02E 10/721 (20130101); Y10S 416/03 (20130101); Y02P 70/523 (20151101),"December 20, 1977","March 4, 1980","4,191,506",#4191506,True
884,,"05/806,189",,25193525,F04B 9/02 (20130101); F04B 47/02 (20130101),"June 13, 1977","March 4, 1980","4,191,514",#4191514,True
885,,"05/962,872",Entek Corporation,27122094,B29B 17/0042 (20130101); B29C 48/06 (20190201); B29C 48/919 (20190201); B29C 48/91 (20190201); B29C 48/475 (20190201); B29K 2021/00 (20130101); B29K 2105/04 (20130101); B29L 2030/00 (20130101); B29C 48/12 (20190201); B29C 48/13 (20190201); Y02W 30/62 (20150501),"November 22, 1978","March 4, 1980","4,191,522",#4191522,True
886,,"05/838,958",E. I. Du Pont de Nemours and Company,25278490,A01N 37/40 (20130101); A01N 37/46 (20130101); C07C 43/275 (20130101); C07C 51/15 (20130101); C07C 51/265 (20130101); C07C 51/15 (20130101); C07C 65/24 (20130101); C07C 51/265 (20130101); C07C 65/24 (20130101),"October 3, 1977","March 4, 1980","4,191,554",#4191554,True
887,,"05/924,183","Chuetsu Metal Works Co., Ltd.",15279500,C22C 9/04 (20130101); F16L 58/04 (20130101),"July 13, 1978","March 4, 1980","4,191,564",#4191564,True
888,,"05/546,815",Elfotec A.G.,5906390,G03G 5/142 (20130101),"February 3, 1975","March 4, 1980","4,191,567",#4191567,True
889,,"05/818,572",Vickers Limited,10318555,B41N 3/08 (20130101),"July 25, 1977","March 4, 1980","4,191,569",#4191569,True
890,,"05/949,835",Polychrome Corporation,25489580,G03F 7/40 (20130101); Y10T 428/24917 (20150115); Y10T 428/24802 (20150115),"October 10, 1978","March 4, 1980","4,191,570",#4191570,True
891,,"05/965,537",Wacker-Chemie GmbH,6025510,C09C 1/309 (20130101); C09C 3/12 (20130101); C09C 3/06 (20130101); C09C 3/08 (20130101); C01P 2006/12 (20130101); C01P 2006/90 (20130101); Y10T 428/2995 (20150115),"November 30, 1978","March 4, 1980","4,191,587",#4191587,True
892,,"05/946,084",Centre National d'Etudes Spatiales,9195799,H01L 31/0725 (20130101); H01L 31/078 (20130101); H01L 31/0543 (20141201); H01L 31/0547 (20141201); Y02E 10/52 (20130101),"September 26, 1978","March 4, 1980","4,191,593",#4191593,True
893,,"05/935,491",Midland-Ross Corporation,25467234,C21D 1/767 (20130101); C21D 1/773 (20130101); F27B 5/16 (20130101); F27B 2005/169 (20130101); F27D 19/00 (20130101),"August 21, 1978","March 4, 1980","4,191,598",#4191598,True
894,,"05/760,499",Syva Company,27538194,C07J 19/00 (20130101); C07J 41/0016 (20130101); C07J 43/003 (20130101); G01N 33/535 (20130101); G01N 33/78 (20130101); G01N 33/946 (20130101); G01N 33/948 (20130101); G01N 33/9486 (20130101),"January 19, 1977","*     March 4, 1980","4,191,613",#4191613,True
895,,"05/926,638",,32511801,C10G 1/02 (20130101),"July 21, 1978","*     March 4, 1980","4,191,630",#4191630,True
896,,"05/860,809",American Cyanamid Company,25334068,C02F 1/54 (20130101),"December 15, 1977","March 4, 1980","4,191,645",#4191645,True
897,,"05/949,286",The Lubrizol Corporation,27508065,C07G 17/004 (20130101); C10M 135/02 (20130101); C10M 2219/044 (20130101); C10M 2219/046 (20130101); C10M 2219/068 (20130101); C10M 2219/082 (20130101); C10M 2219/083 (20130101); C10M 2219/086 (20130101); C10M 2219/087 (20130101); C10M 2219/089 (20130101); C10M 2221/041 (20130101); C10M 2223/04 (20130101); C10M 2223/041 (20130101); C10M 2223/042 (20130101); C10M 2223/045 (20130101); C10M 2223/065 (20130101); C10M 2223/12 (20130101); C10M 2225/041 (20130101); C10M 2227/02 (20130101); C10M 2229/041 (20130101); C10M 2229/042 (20130101); C10M 2229/045 (20130101); C10M 2229/046 (20130101); C10M 2229/047 (20130101); C10M 2229/048 (20130101); C10N 2210/01 (20130101); C10N 2210/02 (20130101); C10N 2220/02 (20130101); C10N 2240/02 (20130101); C10N 2240/08 (20130101); C10N 2240/102 (20130101); C10N 2240/103 (20130101); C10N 2240/105 (20130101); C10N 2240/14 (20130101); C10N 2240/40 (20130101); C10N 2250/10 (20130101); C10N 2270/02 (20130101); C10M 2203/06 (20130101); C10M 2203/10 (20130101); C10M 2203/102 (20130101); C10M 2205/00 (20130101); C10M 2205/022 (20130101); C10M 2205/024 (20130101); C10M 2205/026 (20130101); C10M 2205/028 (20130101); C10M 2205/14 (20130101); C10M 2207/04 (20130101); C10M 2207/281 (20130101); C10M 2207/282 (20130101); C10M 2207/283 (20130101); C10M 2207/286 (20130101); C10M 2207/34 (20130101); C10M 2207/40 (20130101); C10M 2207/402 (20130101); C10M 2207/404 (20130101); C10M 2209/00 (20130101); C10M 2209/02 (20130101); C10M 2209/10 (20130101); C10M 2209/104 (20130101); C10M 2209/105 (20130101); C10M 2209/109 (20130101); C10M 2209/111 (20130101); C10M 2211/06 (20130101); C10M 2211/08 (20130101); C10M 2213/02 (20130101); C10M 2213/062 (20130101); C10M 2219/02 (20130101); C10M 2219/022 (20130101); C10M 2219/024 (20130101); C10M 2290/02 (20130101); Y02P 20/582 (20151101),"October 6, 1978","*     March 4, 1980","4,191,659",#4191659,True
898,,"05/932,961",The Upjohn Company,27109633,C07C 405/00 (20130101); C07C 405/0041 (20130101); C07D 307/935 (20130101); C07D 307/937 (20130101); C07D 311/94 (20130101),"August 11, 1978","March 4, 1980","4,191,691",#4191691,True
899,,"05/786,584",Union Carbide Corporation,27055611,C07C 27/00 (20130101); C07C 27/06 (20130101); C07C 27/22 (20130101),"April 11, 1977","March 4, 1980","4,191,701",#4191701,True
900,,"05/908,107",Th. Goldschmidt AG,6011314,B03B 1/04 (20130101),"May 22, 1978","March 4, 1980","4,191,727",#4191727,True
901,,"05/907,704","Stamicarbon, B.V.",27352031,B01D 11/0457 (20130101); C02F 1/26 (20130101); C22B 3/0017 (20130101); C22B 3/0024 (20130101); C22B 3/0032 (20130101); C22B 3/0033 (20130101); Y02P 10/234 (20151101),"May 9, 1978","March 4, 1980","4,191,728",#4191728,True
902,,"05/878,862",National Research Development Corporation,27516252,C30B 1/00 (20130101); C01B 32/25 (20170801); C30B 29/04 (20130101); C30B 1/00 (20130101); C30B 29/04 (20130101),"February 17, 1978","March 4, 1980","4,191,735",#4191735,True
903,,"05/633,544",E. I. Du Pont de Nemours and Company,24540061,B01J 19/002 (20130101); C01B 7/035 (20130101); B01J 2219/0025 (20130101),"November 19, 1975","March 4, 1980","4,191,736",#4191736,True
904,,"05/842,952",General Electric Company,25288666,G01N 15/12 (20130101); G01N 33/54313 (20130101); Y10S 436/807 (20130101); Y10S 436/806 (20130101),"October 17, 1977","March 4, 1980","4,191,739",#4191739,True
905,,"05/845,703",Merck Patent Gesellschaft mit beschrankter Haftung,25771129,A61K 9/0024 (20130101); A61K 31/70 (20130101); A61L 24/0015 (20130101); A61L 24/0073 (20130101); A61L 27/44 (20130101); A61L 24/0073 (20130101); C08L 33/06 (20130101); A61L 27/44 (20130101); C08L 33/06 (20130101); A61L 2300/406 (20130101),"October 26, 1977","March 4, 1980","4,191,740",#4191740,True
