,Applicant Country,Applicant Number,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
1505,,,,,,,"4,325,892","4,325,892",#4325892,True
1506,,"06/200,143","Coulter Electronics, Inc.",22740513,G01N 35/1011 (20130101); G01N 2035/1086 (20130101); G01N 2035/1025 (20130101),"October 24, 1980","April 20, 1982","4,325,909",#4325909,True
1507,,"06/198,523","Coulter Electronics, Inc.",22733730,B01L 3/0275 (20130101),"October 20, 1980","April 20, 1982","4,325,913",#4325913,True
1508,,"06/137,940",Chevron Research Company,27357065,C01B 17/60 (20130101); B01D 53/02 (20130101),"April 7, 1980","April 20, 1982","4,325,926",#4325926,True
1509,,"06/107,609",Laboratoire L. Lafon,26240594,C07C 255/00 (20130101); C07C 275/28 (20130101); C07C 275/30 (20130101); C07C 323/00 (20130101); C07D 223/22 (20130101); C07D 317/56 (20130101); C07D 233/74 (20130101); C07D 233/76 (20130101); C07D 235/16 (20130101); C07D 279/22 (20130101); C07D 295/15 (20130101); C07D 233/72 (20130101),"December 27, 1979","*     April 20, 1982","4,325,964",#4325964,True
1510,,"06/222,572",Nippon Kayaku Kabushiki Kaisha,11617364,A01N 47/22 (20130101),"January 5, 1981","April 20, 1982","4,325,968",#4325968,True
1511,,"06/202,158","Toppan Printing Co., Ltd.",27285099,B41M 3/14 (20130101); G07D 7/00 (20130101); G03G 21/043 (20130101); G03C 5/08 (20130101),"October 30, 1980","April 20, 1982","4,325,981",#4325981,True
1512,,"06/096,412",,27424119,B27K 3/22 (20130101); B27K 3/26 (20130101); B27K 3/0278 (20130101); B27K 5/001 (20130101); B27K 5/0075 (20130101); B27K 3/28 (20130101),"November 21, 1979","April 20, 1982","4,325,993",#4325993,True
1513,,"06/169,264",,27124348,A61K 9/5052 (20130101); C08J 3/12 (20130101); C08J 9/26 (20130101); C12N 11/08 (20130101); Y10T 428/2998 (20150115); C08J 2379/08 (20130101); Y10T 428/2982 (20150115); Y10T 428/2991 (20150115),"July 15, 1980","April 20, 1982","4,326,009",#4326009,True
1514,,"06/049,209",E. I. Du Pont de Nemours and Company,21958608,G03F 7/033 (20130101); G03F 7/34 (20130101); Y10T 428/31786 (20150401); Y10T 428/1462 (20150115); Y10T 428/31797 (20150401); Y10T 428/1452 (20150115); Y10T 428/31935 (20150401),"June 15, 1979","April 20, 1982","4,326,010",#4326010,True
1515,,"05/953,670",The United States of America as represented by the Secretary of the Navy,25494367,H01M 2/36 (20130101); Y10T 137/4757 (20150401),"October 23, 1978","April 20, 1982","4,326,015",#4326015,True
1516,,"06/143,386",Shell Oil Company,10504874,B01J 20/186 (20130101); C07C 7/13 (20130101); C07C 7/13 (20130101); C07C 15/08 (20130101); Y02P 20/52 (20151101),"April 24, 1980","April 20, 1982","4,326,091",#4326091,True
1517,,"06/169,552",UOP Inc.,22616175,C07C 7/13 (20130101); C07C 7/13 (20130101); C07C 15/08 (20130101),"July 17, 1980","April 20, 1982","4,326,092",#4326092,True
1518,,"06/175,798","Nippon Electric Co., Ltd.",14386868,G10L 15/12 (20130101); G10L 15/00 (20130101),"August 6, 1980","April 20, 1982","4,326,101",#4326101,True
1519,,"06/119,900",Mitel Corporation,4115890,H04Q 1/36 (20130101),"February 8, 1980","April 20, 1982","4,326,105",#4326105,True
1520,,"06/137,226",The United States of America as represented by the Secretary of the Navy,22476366,F41H 9/06 (20130101),"April 4, 1980","April 20, 1982","4,326,119",#4326119,True
1521,,"06/092,976","Hitachi, Ltd.",26440660,H01J 29/076 (20130101),"November 9, 1979","April 20, 1982","4,326,147",#4326147,True
1522,,"06/119,139",Ebauches S.A.,9222965,H03L 7/26 (20130101); H01S 1/06 (20130101),"February 5, 1980","April 20, 1982","4,326,174",#4326174,True
1523,,"05/786,758","Hitachi, Ltd.",27563333,H01L 33/0025 (20130101); H01S 5/10 (20130101); H01S 5/2232 (20130101); H01S 5/0655 (20130101); H01S 5/3211 (20130101); H01S 5/2234 (20130101); H01S 5/3203 (20130101); H01S 5/1064 (20130101),"April 12, 1977","April 20, 1982","4,326,176",#4326176,True
1524,,"06/178,303",,22652015,H03H 1/0007 (20130101),"August 15, 1980","April 20, 1982","4,326,179",#4326179,True
1525,,"06/163,827",Licentia Patent-Verwaltungs-G.m.b.H.,6074782,H01L 39/223 (20130101); G11C 11/44 (20130101),"June 27, 1980","April 20, 1982","4,326,188",#4326188,True
1526,,"06/140,681",Anritsu Electric Company Limited,13657958,H01H 13/70 (20130101); H01H 2239/008 (20130101); H01H 2223/034 (20130101); H01H 2221/07 (20130101),"April 16, 1980","April 20, 1982","4,326,195",#4326195,True
1527,,"06/149,525",Neotronics Limited,10505251,G01N 27/4162 (20130101),"May 13, 1980","April 20, 1982","4,326,200",#4326200,True
1528,,"06/180,555",The Mead Corporation,22660888,B41J 2/115 (20130101),"August 25, 1980","April 20, 1982","4,326,204",#4326204,True
1529,,"06/149,258",Sharp Kabushiki Kaisha,26454588,H01L 31/1124 (20130101),"May 12, 1980","April 20, 1982","4,326,210",#4326210,True
1530,,"06/183,587",Sony Corporation,14626338,H03J 5/0281 (20130101); H04N 5/45 (20130101); H04N 5/445 (20130101),"September 2, 1980","April 20, 1982","4,326,220",#4326220,True
1531,,"05/971,658",Fujitsu Limited,27321731,H01L 23/295 (20130101); H01L 23/3121 (20130101); H01L 23/3737 (20130101); Y10T 29/4913 (20150115); H01L 2924/0002 (20130101); Y10T 29/49822 (20150115); H01L 2924/0002 (20130101); H01L 2924/00 (20130101),"December 21, 1978","April 20, 1982","4,326,238",#4326238,True
1532,,"05/946,222","Motorola, Inc.",25484145,G06F 9/4825 (20130101),"September 25, 1978","April 20, 1982","4,326,247",#4326247,True
1533,,"06/083,239","Magnuson Computer Systems, Inc.",22177076,G06F 13/374 (20130101),"October 10, 1979","April 20, 1982","4,326,250",#4326250,True
1534,,"06/231,214",Toshiba Kikai Kabushiki Kaisha,27461385,B29C 45/76 (20130101); G05B 19/075 (20130101); B29C 45/766 (20130101),"February 2, 1981","April 20, 1982","4,326,255",#4326255,True
1535,,"06/029,074",Sperry Rand Corporation,21847083,G06F 11/1641 (20130101); G06F 11/08 (20130101),"April 11, 1979","April 20, 1982","4,326,291",#4326291,True
1536,,"06/180,048",American Foam Latex Corporation,26776768,A47C 21/048 (20130101); A47C 27/00 (20130101); B32B 5/245 (20130101); B32B 5/24 (20130101); B32B 2255/20 (20130101),"August 21, 1980","April 27, 1982","4,326,310",#4326310,True
1537,,"06/092,046",Les Produits Associes. LPA,4377184,A61C 17/3418 (20130101); Y10T 74/1675 (20150115); Y10T 74/1824 (20150115),"November 7, 1979","April 27, 1982","4,326,314",#4326314,True
1538,,"06/185,166",,22679884,F26B 5/04 (20130101),"September 8, 1980","April 27, 1982","4,326,341",#4326341,True
1539,,"06/158,079",,22566602,F26B 21/10 (20130101); F26B 25/006 (20130101); F26B 21/14 (20130101); Y10T 137/3118 (20150401),"June 10, 1980","April 27, 1982","4,326,343",#4326343,True
1540,,"06/140,613",Micro Metalsmiths Limited,10504640,A63H 19/22 (20130101),"April 15, 1980","April 27, 1982","4,326,357",#4326357,True
1541,,"06/064,354",,22055365,E06B 3/28 (20130101); E06B 3/44 (20130101); E06B 9/04 (20130101); E06B 2009/007 (20130101); E06B 2003/4446 (20130101),"August 7, 1979","April 27, 1982","4,326,360",#4326360,True
1542,,"06/188,552",Sankyo Electric Company Limited,26456662,B60H 1/321 (20130101); G05D 23/24 (20130101); F25D 21/04 (20130101); G05D 23/1902 (20130101); B60H 2001/3255 (20130101); B60H 2001/327 (20130101),"September 18, 1980","April 27, 1982","4,326,386",#4326386,True
1543,,"06/146,600",,22518129,F25B 29/00 (20130101); F25B 9/00 (20130101),"May 5, 1980","April 27, 1982","4,326,388",#4326388,True
1544,,"06/122,042",Robert Bosch GmbH,6067668,G01L 9/007 (20130101); G01L 9/14 (20130101); G01L 9/0085 (20130101),"February 19, 1980","April 27, 1982","4,326,419",#4326419,True
1545,,"06/081,504",Raytheon Company,22164615,G01C 19/22 (20130101); Y10T 74/1293 (20150115),"October 3, 1979","April 27, 1982","4,326,428",#4326428,True
1546,,"06/133,831",Societe d'Etude et de Construction de Machines pour Toutes Industries,9224354,F15B 15/225 (20130101); E21B 19/086 (20130101),"March 25, 1980","April 27, 1982","4,326,449",#4326449,True
1547,,"06/953,968","Matsushita Electric Industrial Co., Ltd.",27565735,F15D 1/08 (20130101); F24F 13/072 (20130101); Y10T 137/2202 (20150401),"October 19, 1978","April 27, 1982","4,326,452",#4326452,True
1548,,"06/251,275",Consan Pacific Incorporated,27359951,A23B 4/056 (20130101),"April 6, 1981","April 27, 1982","4,326,454",#4326454,True
1549,,"06/192,026",Valmet Oy,8512955,D21G 1/002 (20130101); D21G 1/00 (20130101),"September 29, 1980","April 27, 1982","4,326,456",#4326456,True
1550,,"06/077,575",Schlumberger Technology Corporation,22138881,F42B 3/02 (20130101); E21B 43/117 (20130101),"September 21, 1979","April 27, 1982","4,326,462",#4326462,True
1551,,"06/090,560",Detroit Stoker Company,22223324,F23K 3/18 (20130101),"November 2, 1979","April 27, 1982","4,326,469",#4326469,True
1552,,"06/158,841",,6073145,A01K 39/014 (20130101); A01K 39/01 (20130101),"June 12, 1980","April 27, 1982","4,326,482",#4326482,True
1553,,"06/140,765","Purification Sciences, Inc.",22492702,F02B 43/08 (20130101); Y02T 10/32 (20130101),"April 16, 1980","April 27, 1982","4,326,483",#4326483,True
1554,,"06/065,232",Robert Bosch GmbH,6050139,F02D 41/182 (20130101); F02D 41/126 (20130101),"August 9, 1979","April 27, 1982","4,326,488",#4326488,True
1555,,"06/098,997","Combustion Research, Inc.",22271911,F02M 31/18 (20130101); Y02T 10/126 (20130101),"November 30, 1979","April 27, 1982","4,326,490",#4326490,True
1556,,"06/204,186",,22756971,F24S 10/13 (20180501); Y02E 10/44 (20130101); Y02P 80/24 (20151101),"November 5, 1980","April 27, 1982","4,326,498",#4326498,True
1557,,"06/161,441",Minnesota Mining and Manufacturing Company,22581181,A62B 18/088 (20130101); Y10S 55/33 (20130101); Y10S 55/35 (20130101); Y10S 55/34 (20130101),"June 20, 1980","April 27, 1982","4,326,514",#4326514,True
1558,,"06/123,522",Abbott Laboratories,22409185,A61M 25/0637 (20130101); A61M 25/0631 (20130101),"February 21, 1980","April 27, 1982","4,326,519",#4326519,True
1559,,"06/128,355","Matsushita Electric Works, Ltd.",15215147,A61B 5/02208 (20130101),"July 11, 1979","April 27, 1982","4,326,536",#4326536,True
1560,,"06/138,709",Siemens Aktiengesellschaft,6068856,A61B 5/0468 (20130101); A61B 5/0245 (20130101),"April 9, 1980","April 27, 1982","4,326,538",#4326538,True
1561,,"06/091,393","Marquest Medical Products, Inc.",22227544,A61B 5/15003 (20130101); A61B 5/150236 (20130101); A61B 5/150244 (20130101); A61B 5/1509 (20130101); A61B 5/150503 (20130101); A61B 5/150732 (20130101); A61B 5/153 (20130101); A61B 5/150389 (20130101),"November 6, 1979","April 27, 1982","4,326,540",#4326540,True
1562,,"06/156,456","Automation Industries, Inc.",22559644,H02G 3/0616 (20130101); H02G 3/0475 (20130101),"June 4, 1980","April 27, 1982","4,326,561",#4326561,True
1563,,"06/107,324",Vercon Inc.,22316048,B65B 3/323 (20130101),"December 26, 1979","April 27, 1982","4,326,567",#4326567,True
1564,,"06/200,863",Weyerhaeuser Company,22743520,A01D 25/048 (20130101),"October 27, 1980","April 27, 1982","4,326,590",#4326590,True
1565,,"06/104,607",International Business Machines Corporation,22301386,B23Q 11/122 (20130101); F16N 29/02 (20130101); F16C 29/02 (20130101); F16C 33/105 (20130101); F16C 17/24 (20130101); F16C 2322/39 (20130101),"December 17, 1979","April 27, 1982","4,326,603",#4326603,True
1566,,"06/098,625",Parker & Harper Mfg. Co.,22270173,H01H 21/34 (20130101),"November 29, 1979","April 27, 1982","4,326,627",#4326627,True
1567,,"06/218,432","Hunt-Wesson Foods, Inc.",22815097,B65D 83/40 (20130101),"December 19, 1980","April 27, 1982","4,326,649",#4326649,True
1568,,"06/140,571","Karl M. Reich, Maschinenfabrik GmbH",6068808,B25C 1/005 (20130101),"April 14, 1980","April 27, 1982","4,326,661",#4326661,True
1569,,"06/165,303",The Black Clawson Company,22598354,B65H 19/2261 (20130101); B65H 19/28 (20130101); B65H 19/26 (20130101); B65H 2408/236 (20130101),"July 2, 1980","April 27, 1982","4,326,680",#4326680,True
1570,,"06/092,699",,22234629,G10G 7/00 (20130101),"November 9, 1979","April 27, 1982","4,326,691",#4326691,True
1571,,"06/180,419",Mannesmann Aktiengesellschaft,6079755,C21D 1/44 (20130101),"August 22, 1980","April 27, 1982","4,326,699",#4326699,True
1572,,"06/156,737",,26853464,A63D 5/08 (20130101),"June 5, 1980","April 27, 1982","4,326,712",#4326712,True
1573,,"06/145,577",,22513713,B62J 17/00 (20130101); B62J 2017/083 (20130101),"April 30, 1980","April 27, 1982","4,326,728",#4326728,True
1574,,"06/142,165",Hitachi Construction Machinery Co. Ltd.,26385312,E21B 21/02 (20130101),"April 14, 1980","April 27, 1982","4,326,736",#4326736,True
1575,,"06/158,586",,19996860,B61B 13/12 (20130101); E21C 29/02 (20130101); B61J 3/04 (20130101),"June 11, 1980","April 27, 1982","4,326,753",#4326753,True
1576,,"06/101,824",,22286598,A47G 29/10 (20130101),"December 10, 1979","April 27, 1982","4,326,761",#4326761,True
1577,,"06/123,317",AMP Incorporated,26821428,H01R 12/616 (20130101),"February 21, 1980","April 27, 1982","4,326,764",#4326764,True
1578,,"06/144,263",,22507812,H01H 9/104 (20130101); H01R 13/68 (20130101); H01R 13/703 (20130101),"April 28, 1980","April 27, 1982","4,326,766",#4326766,True
1579,,"06/256,135",Nippon Kogaku K.K.,12957022,G03B 17/14 (20130101); G02B 15/00 (20130101),"April 21, 1981","April 27, 1982","4,326,788",#4326788,True
1580,,"06/133,577",Burroughs Corporation,22459298,G03G 15/751 (20130101),"March 24, 1980","April 27, 1982","4,326,793",#4326793,True
1581,,"06/077,381",Northrop Corporation,22137730,G01C 19/727 (20130101),"September 20, 1979","April 27, 1982","4,326,803",#4326803,True
1582,,"06/120,408",General Electric Company,22390083,G01B 11/14 (20130101),"February 11, 1980","April 27, 1982","4,326,804",#4326804,True
1583,,"06/015,614",Diffracto Ltd.,21772445,G01N 21/954 (20130101); G01B 11/024 (20130101),"February 27, 1979","April 27, 1982","4,326,808",#4326808,True
1584,,"06/097,899","Mitsui Engineering and Shipbuilding Co., Ltd.",26478934,E02B 17/0021 (20130101),"November 27, 1979","April 27, 1982","4,326,822",#4326822,True
1585,,"06/114,695",Innocenti Santeustacchio S.p.A.,11163933,B66C 17/06 (20130101); B21B 25/06 (20130101),"January 23, 1980","April 27, 1982","4,326,829",#4326829,True
1586,,"06/084,446",Tokyo Shibaura Denki Kabushiki Kaisha,15259483,F01D 25/30 (20130101),"October 12, 1979","April 27, 1982","4,326,832",#4326832,True
1587,,"05/952,332",,27129456,F23D 14/16 (20130101); F24C 3/042 (20130101); F23D 2203/1012 (20130101),"October 18, 1978","April 27, 1982","4,326,843",#4326843,True
1588,,"06/105,991",McDonnell Douglas Corporation,22308898,F41A 33/00 (20130101),"December 21, 1979","April 27, 1982","4,326,847",#4326847,True
1589,,"06/118,032",,22376134,B01J 19/10 (20130101); C10L 1/324 (20130101); B03B 9/005 (20130101); Y10S 44/904 (20130101),"November 8, 1979","April 27, 1982","4,326,855",#4326855,True
1590,,"06/248,842",,27153238,F17C 5/04 (20130101); F17C 7/04 (20130101); H01H 33/56 (20130101); H02B 13/055 (20130101); F17C 2205/0341 (20130101); F17C 2227/04 (20130101); Y10S 62/922 (20130101); F17C 2221/014 (20130101); F17C 2223/0161 (20130101); F17C 2227/0135 (20130101); F17C 2227/0316 (20130101),"March 30, 1981","April 27, 1982","4,326,867",#4326867,True
1591,,"06/159,913",Ingersoll-Rand Company,22574648,C22C 38/20 (20130101),"June 16, 1980","April 27, 1982","4,326,885",#4326885,True
1592,,"06/168,727",Pratt; Paul L.,21922535,E03F 9/002 (20130101); B08B 9/0436 (20130101),"July 14, 1980","April 27, 1982","4,326,893",#4326893,True
1593,,"06/072,583",Societe Nationale des Poudres et Explosifs,9212888,C06B 45/28 (20130101); C06B 45/105 (20130101),"September 5, 1979","*     April 27, 1982","4,326,901",#4326901,True
1594,,"06/212,976","Bell Telephone Laboratories, Incorporated",26814345,H01L 21/30621 (20130101),"December 4, 1980","April 27, 1982","4,326,911",#4326911,True
1595,,"06/228,430","General Dynamics, Pomona Division",22857135,C25D 1/02 (20130101),"January 26, 1981","April 27, 1982","4,326,928",#4326928,True
1596,,"06/010,684","BBC Brown, Boveri & Company, Limited",4268027,C25B 9/10 (20130101); C25D 17/00 (20130101); C25D 5/56 (20130101); C25D 3/00 (20130101),"February 9, 1979","April 27, 1982","4,326,930",#4326930,True
1597,,"06/108,709",,22323638,B03C 5/026 (20130101); C12M 47/04 (20130101); G01N 27/44721 (20130101); C12N 13/00 (20130101); G01N 2015/149 (20130101),"December 31, 1979","April 27, 1982","4,326,934",#4326934,True
1598,,"06/142,550",Texaco Development Corp.,26840207,C09K 8/588 (20130101); C09K 8/594 (20130101); E21B 43/164 (20130101); E21B 43/267 (20130101); C09K 8/68 (20130101); Y10S 507/936 (20130101),"April 21, 1980","April 27, 1982","4,326,969",#4326969,True
1599,,"06/165,145",Gulf & Western Manufacturing Company,22597620,C08K 3/34 (20130101); H01B 3/44 (20130101); H01B 7/2806 (20130101); H01B 7/295 (20130101); C08K 3/34 (20130101); C08L 23/08 (20130101),"July 1, 1980","April 27, 1982","4,327,001",#4327001,True
1600,,"06/173,568",Bayer Aktiengesellschaft,6099103,C08F 2/26 (20130101),"July 30, 1980","*     April 27, 1982","4,327,004",#4327004,True
1601,,"06/234,280","Emery Industries, Inc.",22880704,C08F 20/62 (20130101); C07C 51/50 (20130101); C07C 51/487 (20130101); C07C 67/54 (20130101); C07C 51/44 (20130101); C07C 51/44 (20130101); C07C 57/12 (20130101); C07C 51/487 (20130101); C07C 57/12 (20130101); C07C 51/50 (20130101); C07C 57/12 (20130101); C07C 67/54 (20130101); C07C 69/533 (20130101),"February 13, 1981","April 27, 1982","4,327,030",#4327030,True
1602,,"06/101,511",Southern Research Institute,22285031,A47C 27/086 (20130101); B29C 44/1204 (20130101); B29C 67/207 (20130101); A61F 5/01 (20130101); Y10T 428/25 (20150115); B29L 2031/753 (20130101); B29L 2031/771 (20130101); Y10S 264/07 (20130101); Y10S 5/913 (20130101); Y10T 428/249953 (20150401); Y10T 428/249985 (20150401); Y10T 428/249992 (20150401); Y10T 428/239 (20150115); Y10T 428/233 (20150115); Y10T 428/254 (20150115),"December 7, 1979","April 27, 1982","4,327,046",#4327046,True
1603,,"06/142,812",,20337932,C01B 33/1585 (20130101),"April 22, 1980","April 27, 1982","4,327,065",#4327065,True
1604,,"06/232,533",Farmitalia Carlo Erba S.p.A.,10512762,C07D 498/08 (20130101); Y10S 514/924 (20130101),"February 9, 1981","April 27, 1982","4,327,096",#4327096,True
1605,,"06/047,818","Toyama Chemical Co., Ltd.",27572213,C07D 499/00 (20130101); C07D 241/08 (20130101),"June 12, 1979","April 27, 1982","4,327,097",#4327097,True
1606,,"06/145,909",Massachusetts Institute of Technology,26843385,A61K 31/195 (20130101); A61K 31/395 (20130101); A61K 31/405 (20130101); A61K 31/415 (20130101); G06F 8/313 (20130101); A61K 31/50 (20130101); A61K 31/585 (20130101); A61K 31/635 (20130101); A61K 31/475 (20130101),"May 2, 1980","April 27, 1982","4,327,112",#4327112,True
1607,,"05/970,988",STAMAG Stadkauer Malzfabrik Aktiengesellschaft,3612317,A21D 2/183 (20130101); A21D 13/02 (20130101); A21D 2/36 (20130101),"December 19, 1978","April 27, 1982","4,327,116",#4327116,True
1608,,"06/231,127","Radiation Monitoring Devices, Inc.",22867841,C23C 18/08 (20130101); C23C 18/1204 (20130101); C23C 18/1655 (20130101); C23C 18/1678 (20130101); C23C 18/52 (20130101); H01L 31/1828 (20130101); H01L 31/1832 (20130101); H01L 31/184 (20130101); H01L 31/1844 (20130101); H01L 31/18 (20130101); Y02E 10/544 (20130101); Y02E 10/543 (20130101),"February 3, 1981","April 27, 1982","4,327,119",#4327119,True
1609,,"06/066,556",BASF Aktiengesellschaft,6049096,G11B 5/71 (20130101); G11B 5/725 (20130101); Y10T 428/24975 (20150115); Y10S 428/90 (20130101); Y10T 428/31544 (20150401),"August 15, 1979","April 27, 1982","4,327,139",#4327139,True
1610,,"06/160,494",Asahi Kasei Kogyo Kabushiki Kaisha,26670134,B29C 59/04 (20130101); B29D 7/00 (20130101); B29D 11/00 (20130101); B29K 2995/0073 (20130101); Y10T 428/266 (20150115); Y10T 428/269 (20150115); B29C 48/001 (20190201); B29C 48/0017 (20190201); Y10T 428/31 (20150115); Y10T 428/26 (20150115); B29C 48/07 (20190201),"June 18, 1980","April 27, 1982","4,327,149",#4327149,True
1611,,"06/220,281",Union Carbide Corporation,22822910,H01M 6/14 (20130101),"December 29, 1980","April 27, 1982","4,327,159",#4327159,True
1612,,"06/191,997",Union Carbide Corporation,22707803,H01M 4/36 (20130101); H01M 4/502 (20130101); H01M 6/16 (20130101); H01M 4/5835 (20130101); H01M 4/583 (20130101),"September 29, 1980","April 27, 1982","4,327,166",#4327166,True
1613,,"06/217,305","Ricoh Co., Ltd.",15905304,C09B 35/34 (20130101); G03G 5/0679 (20130101); C09B 56/02 (20130101),"December 17, 1980","April 27, 1982","4,327,168",#4327168,True
1614,,"06/198,009","Mitsui Toatsu Chemicals, Inc.",26379836,C07H 13/06 (20130101),"December 5, 1980","April 27, 1982","4,327,183",#4327183,True
1615,,"06/088,254",University of Utah,22210292,B01D 3/001 (20130101); B01D 3/346 (20130101); B01D 3/14 (20130101),"October 25, 1979","April 27, 1982","4,327,184",#4327184,True
1616,,"06/194,134",The United States of America as represented by the United States,22716426,B01J 13/185 (20130101); C08J 9/32 (20130101); G21B 1/19 (20130101); Y10T 428/2982 (20150115); Y02E 30/16 (20130101); Y10T 428/2996 (20150115),"October 6, 1980","April 27, 1982","4,327,192",#4327192,True
1617,,"06/226,317",Monsanto Company,22848439,C08L 33/06 (20130101); C08L 67/02 (20130101); C08L 67/02 (20130101); C08L 33/00 (20130101); C08L 33/06 (20130101); C08L 67/02 (20130101); C08L 2666/14 (20130101); C08L 33/00 (20130101),"January 19, 1981","April 27, 1982","4,327,199",#4327199,True
1618,,"06/199,656",The University of Akron,22738473,C08F 290/044 (20130101); C08F 297/06 (20130101); C08F 291/00 (20130101),"October 22, 1980","April 27, 1982","4,327,201",#4327201,True
1619,,"05/963,255",Hoffmann-La Roche Inc.,4300898,C07D 501/36 (20130101); Y02P 20/55 (20151101),"November 24, 1978","April 27, 1982","4,327,210",#4327210,True
1620,,"06/235,883",The Dow Chemical Company,22887267,C07C 17/42 (20130101); C11D 7/261 (20130101); C11D 7/5018 (20130101); C23G 5/02861 (20130101); C23G 5/02858 (20130101); C07C 17/42 (20130101); C07C 19/05 (20130101); C11D 7/266 (20130101); C11D 7/28 (20130101),"February 19, 1981","April 27, 1982","4,327,232",#4327232,True
1621,,"06/199,617",,22738312,C21C 5/5211 (20130101); F27D 21/00 (20130101); F27B 3/10 (20130101); F27D 99/00 (20130101); Y02P 10/216 (20151101); F27D 2021/0071 (20130101),"October 22, 1980","April 27, 1982","4,327,241",#4327241,True
1622,,"06/159,121","Industrie Pirelli, S.p.A.",11209680,H02G 15/068 (20130101),"June 13, 1980","April 27, 1982","4,327,245",#4327245,True
1623,,"06/148,714","Emhart Industries, Inc.",22527010,H01H 43/10 (20130101),"May 12, 1980","April 27, 1982","4,327,259",#4327259,True
1624,,"06/097,596",The United States of America as represented by the Secretary of the Air,22264212,H01J 31/065 (20130101),"November 27, 1979","April 27, 1982","4,327,306",#4327306,True
1625,,"06/125,755","Hitachi, Ltd.",12139480,B60L 3/102 (20130101); B60L 9/22 (20130101); H02P 23/07 (20160201); B60L 2210/20 (20130101); Y02T 10/725 (20130101); B60L 2200/26 (20130101); B60L 2220/12 (20130101),"February 29, 1980","April 27, 1982","4,327,313",#4327313,True
1626,,"06/113,680","Propper Manufacturing Co., Inc.",6061387,H02J 7/008 (20130101); Y10S 320/19 (20130101),"January 21, 1980","April 27, 1982","4,327,317",#4327317,True
1627,,"06/194,339","Spatial Dynamics, Ltd.",22717207,A61N 1/36021 (20130101),"October 6, 1980","April 27, 1982","4,327,322",#4327322,True
1628,,"06/117,079",RCA Corporation,22370878,H03F 3/195 (20130101); H03F 1/302 (20130101),"January 31, 1980","April 27, 1982","4,327,332",#4327332,True
1629,,"06/156,583","Her Majesty the Queen in right of Canada, as represented by the Minister",4116471,H03L 7/183 (20130101); H03B 19/14 (20130101),"June 5, 1980","April 27, 1982","4,327,336",#4327336,True
1630,,"06/168,821",U.S. Philips Corporation,22613071,H01P 1/213 (20130101); H01P 1/2039 (20130101),"July 10, 1980","April 27, 1982","4,327,342",#4327342,True
1631,,"06/190,972",Siemens Corporation,22703560,G11B 5/035 (20130101),"September 26, 1980","April 27, 1982","4,327,383",#4327383,True
1632,,"06/110,115","Northern Telecom, Inc.",22331297,H01T 4/06 (20130101); H01T 1/14 (20130101),"January 7, 1980","April 27, 1982","4,327,393",#4327393,True
1633,,"06/156,342",,22559165,H02H 3/24 (20130101); H02H 9/04 (20130101); H02H 5/047 (20130101),"June 4, 1980","April 27, 1982","4,327,397",#4327397,True
1634,,"06/074,691",Goodyear Aerospace Corporation,22121075,B60T 8/1703 (20130101); G05D 1/0083 (20130101); B64C 25/426 (20130101),"September 12, 1979","April 27, 1982","4,327,413",#4327413,True
1635,,"06/120,595","Texas Instruments, Incorporated",22391315,G11C 11/4087 (20130101),"February 11, 1980","April 27, 1982","4,327,426",#4327426,True
1636,,"06/139,104",Le Materiel Telephonique Thomson-CSF,9223569,H04L 25/242 (20130101); H04L 7/0331 (20130101),"March 20, 1980","April 27, 1982","4,327,442",#4327442,True
1637,,"06/169,556","Talon, Inc.",26865174,A41H 37/003 (20130101); A44B 19/42 (20130101); Y10T 29/49782 (20150115),"July 17, 1980","May 4, 1982","4,327,470",#4327470,True
1638,,"06/215,625","Ensign-Bickford Industries, Inc.",26697988,H01B 1/24 (20130101); H01B 3/44 (20130101); H01B 5/16 (20130101); H01B 7/0807 (20130101); H05B 3/12 (20130101); H05B 3/56 (20130101); H01C 7/027 (20130101); Y10T 29/49099 (20150115); Y10T 29/49083 (20150115),"December 12, 1980","May 4, 1982","4,327,480",#4327480,True
1639,,"06/247,822",,26728509,G09F 7/18 (20130101); E01F 9/685 (20160201); G09F 2007/1821 (20130101),"March 26, 1981","May 4, 1982","4,327,514",#4327514,True
1640,,"06/170,031","Kawneer Company, Inc.",22618251,E04D 3/08 (20130101); E04D 2003/0806 (20130101); E04D 2003/0893 (20130101); E04D 2003/0881 (20130101); E04D 2003/0868 (20130101),"July 18, 1980","May 4, 1982","4,327,532",#4327532,True
1641,,"06/177,789","Kidde, Inc.",22650000,B66C 23/708 (20130101),"August 13, 1980","May 4, 1982","4,327,533",#4327533,True
1642,,"06/248,085",Whittaker Corporation,22937616,A01G 31/045 (20130101); A01G 9/143 (20130101); A01G 9/088 (20130101); Y02P 60/216 (20151101); Y02A 40/252 (20180101),"March 27, 1981","May 4, 1982","4,327,538",#4327538,True
1643,,"06/120,928",,22393309,A01C 15/00 (20130101); A01D 43/14 (20130101); A01D 2101/00 (20130101); Y10S 56/05 (20130101); Y10T 29/53987 (20150115); Y10T 16/499 (20150115); Y10S 56/18 (20130101); Y10T 16/502 (20150115),"February 12, 1980","May 4, 1982","4,327,541",#4327541,True
