,Applicant Country,Applicant Number,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
1195,,"06/042,483",OY. Fiskars AB,8511783,B24D 15/063 (20130101),"May 25, 1979","March 31, 1981","4,258,592",#4258592,True
1196,,"06/051,907",Shenton; Frederick A.,21974118,B25B 17/00 (20130101),"June 25, 1979","March 31, 1981","4,258,594",#4258594,True
1197,,"05/958,932",,27113909,B27B 17/005 (20130101); B27B 17/0058 (20130101); B27B 17/0083 (20130101); B27B 29/00 (20130101); Y10T 83/8763 (20150401); Y10T 83/7114 (20150401); Y10T 83/667 (20150401); Y10T 83/68 (20150401),"November 8, 1978","*     March 31, 1981","4,258,600",#4258600,True
1198,,"06/079,975",Microdot Inc.,26762637,F16B 25/0021 (20130101); F16B 39/30 (20130101); F16B 25/0063 (20130101); F16B 25/0057 (20130101),"September 28, 1979","March 31, 1981","4,258,607",#4258607,True
1199,,"05/930,982",Robert Bosch GmbH,6015823,F15B 13/0402 (20130101); Y10T 137/87209 (20150401); Y10T 137/87177 (20150401),"August 4, 1978","March 31, 1981","4,258,610",#4258610,True
1200,,"06/046,069",,21941425,A47J 37/00 (20130101),"June 6, 1979","March 31, 1981","4,258,617",#4258617,True
1201,,"06/037,100",Franz Plasser Bahnbaumaschinen-Industriegesellschaft m.b.H.,3562854,E01B 29/06 (20130101),"May 8, 1979","March 31, 1981","4,258,626",#4258626,True
1202,,"05/957,499",Bridgestone Tire Company Limited,15193839,E02B 3/26 (20130101); Y02A 30/36 (20180101),"November 3, 1978","March 31, 1981","4,258,641",#4258641,True
1203,,"05/963,060",Leybold-Heraeus GmbH,6039003,C23C 14/56 (20130101),"November 22, 1978","March 31, 1981","4,258,645",#4258645,True
1204,,"06/077,238",,22136886,D21H 25/12 (20130101); B05C 11/025 (20130101),"September 19, 1979","March 31, 1981","4,258,650",#4258650,True
1205,,"05/964,168",Daimler-Benz Aktiengesellschaft,6025158,B60H 1/02 (20130101); F02G 5/02 (20130101); F01M 5/002 (20130101); Y02T 10/166 (20130101),"November 28, 1978","March 31, 1981","4,258,676",#4258676,True
1206,,"06/018,558",Robert Bosch GmbH,6033858,F02B 23/02 (20130101); F02B 19/02 (20130101); F02B 3/06 (20130101); Y02T 10/125 (20130101),"March 8, 1979","March 31, 1981","4,258,680",#4258680,True
1207,,"05/906,309",The Bendix Corporation,25422230,F02P 5/15 (20130101); Y02T 10/46 (20130101),"May 16, 1978","March 31, 1981","4,258,684",#4258684,True
1208,,"06/044,966",,21935287,F02G 1/0435 (20130101); F28D 20/003 (20130101); F25B 30/04 (20130101); F02G 2270/70 (20130101); Y02E 70/30 (20130101); Y02E 60/142 (20130101),"June 4, 1979","March 31, 1981","4,258,700",#4258700,True
1209,,"06/007,778",The University of Melbourne,3767398,A61B 17/320016 (20130101); A61B 17/3201 (20130101); A61F 9/007 (20130101); A61B 17/2909 (20130101); A61B 2017/292 (20130101); A61B 17/30 (20130101); A61B 2017/2944 (20130101); A61F 9/00754 (20130101),"January 30, 1979","March 31, 1981","4,258,716",#4258716,True
1210,,"06/071,263",Bestobell Mobrey Limited,10499476,G01N 27/06 (20130101); G01N 27/60 (20130101); G01R 19/08 (20130101); G01R 27/22 (20130101); Y10T 137/7761 (20150401); Y10T 137/8158 (20150401); Y10T 137/0324 (20150401),"August 30, 1979","March 31, 1981","4,258,736",#4258736,True
1211,,"06/028,040",The United States of America as represented by the Secretary of the Army,21841228,B64D 37/005 (20130101); F16K 17/36 (20130101); Y10T 137/6906 (20150401); Y10T 137/1654 (20150401); Y10S 220/06 (20130101),"April 9, 1979","March 31, 1981","4,258,738",#4258738,True
1212,,"06/003,285",,21705071,G10K 11/08 (20130101); Y10T 137/2147 (20150401); Y10T 137/2065 (20150401); Y10T 137/2196 (20150401),"January 15, 1979","March 31, 1981","4,258,754",#4258754,True
1213,,"06/166,800",The Mead Corporation,26696236,B65D 71/0022 (20130101); B65D 2571/00141 (20130101); B65D 2571/00388 (20130101); B65D 2571/00956 (20130101); B65D 2571/00524 (20130101); B65D 2571/0066 (20130101); B65D 2571/00802 (20130101); B65D 2571/00487 (20130101),"July 8, 1980","March 31, 1981","4,258,844",#4258844,True
1214,,"06/060,313","Fuji Photo Film Co., Ltd.",14368843,B32B 27/32 (20130101); B32B 15/085 (20130101); B32B 27/20 (20130101); B32B 27/08 (20130101); B32B 7/12 (20130101); B32B 15/20 (20130101); Y10T 428/31902 (20150401); Y10T 428/31692 (20150401); Y10T 428/31913 (20150401); Y10T 428/3188 (20150401); Y10T 428/269 (20150115); Y10T 428/27 (20150115); Y10T 428/24992 (20150115); B32B 2307/21 (20130101); B32B 2553/00 (20130101); B32B 2307/75 (20130101); B32B 2323/046 (20130101); B32B 2323/043 (20130101); B32B 2307/7246 (20130101); B32B 2311/24 (20130101); Y10T 428/31888 (20150401); Y10T 428/31884 (20150401),"July 25, 1979","March 31, 1981","4,258,848",#4258848,True
1215,,"06/055,825",,22000396,B65D 88/46 (20130101),"July 9, 1979","March 31, 1981","4,258,858",#4258858,True
1216,,"06/107,243",Application des Gaz,26804571,B65D 83/425 (20130101),"December 26, 1979","March 31, 1981","4,258,904",#4258904,True
1217,,"06/093,144",,22237436,E04H 17/263 (20130101); E02D 7/20 (20130101),"November 9, 1979","March 31, 1981","4,258,905",#4258905,True
1218,,"05/945,329",,25482975,A63B 21/027 (20130101); A63B 21/4015 (20151001); A63B 67/00 (20130101); Y10S 273/18 (20130101),"September 25, 1978","March 31, 1981","4,258,910",#4258910,True
1219,,"06/047,971","Dresser Industries, Inc.",21952054,E21B 33/1208 (20130101),"June 13, 1979","March 31, 1981","4,258,926",#4258926,True
1220,,"06/038,442","Selectra-Trac, Inc.",21899981,B60T 13/686 (20130101); B60T 8/322 (20130101),"May 14, 1979","March 31, 1981","4,258,958",#4258958,True
1221,,"06/090,725",Digital Equipment Corporation,22224016,A47B 88/48 (20170101); H05K 7/1421 (20130101),"November 2, 1979","March 31, 1981","4,258,967",#4258967,True
1222,,"06/082,794",General Motors Corporation,22173509,B60R 1/0605 (20130101),"October 9, 1979","March 31, 1981","4,258,983",#4258983,True
1223,,"06/048,257",Canon Kabushiki Kaisha,21953556,G02B 26/10 (20130101); G03B 27/526 (20130101); H04N 1/113 (20130101); G03G 15/04 (20130101); G03G 15/0435 (20130101),"June 13, 1979","March 31, 1981","4,259,004",#4259004,True
1224,,"05/965,328",Coulter Systems Corporation,25509816,G03G 15/101 (20130101),"December 1, 1978","March 31, 1981","4,259,005",#4259005,True
1225,,"06/028,791","Mita Industrial Company, Ltd.",26335489,G03G 15/6523 (20130101); G03G 15/30 (20130101),"April 10, 1979","March 31, 1981","4,259,008",#4259008,True
1226,,"05/897,670","Goudy, Jr.; Paul R.",25408233,B01F 5/0609 (20130101); B01F 11/025 (20130101); F02M 25/0225 (20130101); F02M 37/0011 (20130101); F02M 37/0047 (20130101); F02M 25/0228 (20130101); B01F 3/0807 (20130101); B01F 2215/0088 (20130101); Y02T 10/121 (20130101),"April 19, 1978","March 31, 1981","4,259,021",#4259021,True
1227,,"06/097,140",Marvin M. Stark Research Foundation,22261426,A61C 5/88 (20170201),"November 26, 1979","March 31, 1981","4,259,070",#4259070,True
1228,,"05/970,040",Petrolite Corporation,25516345,C10L 1/22 (20130101); C10L 1/2362 (20130101); C10L 1/221 (20130101),"December 15, 1978","March 31, 1981","4,259,087",#4259087,True
1229,,"06/044,788",The United States of America as represented by the United States,26721990,C01B 3/068 (20130101); C22B 15/0089 (20130101); Y02P 10/236 (20151101); Y02E 60/36 (20130101),"May 31, 1979","March 31, 1981","4,259,108",#4259108,True
1230,,"05/921,103",,25444922,A24D 1/12 (20130101); A24F 13/22 (20130101); Y10T 156/1744 (20150115); Y10T 156/1712 (20150115),"June 30, 1978","March 31, 1981","4,259,140",#4259140,True
1231,,"05/937,216",ASEA Aktiebolag,27120963,H01B 13/106 (20130101); H01B 13/10 (20130101),"August 28, 1978","*     March 31, 1981","4,259,141",#4259141,True
1232,,"06/026,461",Chevron Research Company,21831950,C07F 9/02 (20130101); C10M 137/10 (20130101); C07F 9/1651 (20130101); C10N 2270/02 (20130101); C10M 2205/026 (20130101); C10M 2207/027 (20130101); C10M 2207/028 (20130101); C10M 2219/022 (20130101); C10M 2219/024 (20130101); C10M 2219/044 (20130101); C10M 2219/046 (20130101); C10M 2219/083 (20130101); C10M 2223/04 (20130101); C10M 2223/042 (20130101); C10M 2223/045 (20130101); C10M 2225/00 (20130101); C10M 2225/02 (20130101); C10N 2210/01 (20130101); C10N 2210/02 (20130101); C10N 2210/04 (20130101); C10N 2210/08 (20130101),"April 2, 1979","March 31, 1981","4,259,192",#4259192,True
1233,,"06/134,270",ATO Chemie,9209796,C08F 10/00 (20130101); C08F 10/00 (20130101); C08F 4/6496 (20130101),"March 26, 1980","March 31, 1981","4,259,208",#4259208,True
1234,,"06/077,307",Henkel Kommanditgesellschaft auf Aktien,6052577,C08G 63/48 (20130101); C08G 63/91 (20130101); C09D 133/064 (20130101); C09D 167/08 (20130101); C09D 133/064 (20130101); C09D 167/08 (20130101); Y10T 428/31616 (20150401); Y10T 428/31645 (20150401); C08L 2666/36 (20130101); C08L 2666/36 (20130101),"September 20, 1979","March 31, 1981","4,259,219",#4259219,True
1235,,"06/119,225","Internationale Octrooi Maatschappij ""Octropa"" B.V.",10503207,C02F 1/26 (20130101); C02F 11/002 (20130101); C11D 13/02 (20130101); C11D 13/30 (20130101); C11B 13/00 (20130101); Y02W 30/74 (20150501),"February 7, 1980","March 31, 1981","4,259,251",#4259251,True
1236,,"05/928,118",Akzona Incorporated,5936981,C07C 233/12 (20130101),"July 26, 1978","March 31, 1981","4,259,258",#4259258,True
1237,,"05/942,043",Battelle-Institut e.V.,6019825,B22F 9/008 (20130101); B22F 9/10 (20130101); C22C 45/00 (20130101); B22F 2999/00 (20130101); Y10S 505/913 (20130101); Y10S 505/912 (20130101); B22F 2999/00 (20130101); B22F 9/10 (20130101); B22F 2201/11 (20130101),"September 13, 1978","March 31, 1981","4,259,270",#4259270,True
1238,,"05/932,891",Textron Inc.,27123267,B29C 65/08 (20130101); B29C 65/088 (20130101); B29D 5/00 (20130101); B29C 66/474 (20130101); B29C 66/8221 (20130101); B29C 66/73921 (20130101); B29C 66/83413 (20130101); B29C 66/83415 (20130101); B29L 2005/00 (20130101); Y10S 425/814 (20130101); B29C 66/83221 (20130101); B29C 66/1122 (20130101); B29C 66/43 (20130101),"August 10, 1978","March 31, 1981","4,259,272",#4259272,True
1239,,,,,,,"4,259,275","4,259,275",#4259275,True
1240,,"06/028,744",Schering Aktiengesellschaft,6037985,C07J 1/0096 (20130101); Y10S 514/843 (20130101); Y10S 514/874 (20130101),"April 10, 1979","March 31, 1981","4,259,325",#4259325,True
1241,,"06/138,102","Miles Laboratories, Inc.",26773065,C07D 221/28 (20130101),"April 21, 1980","March 31, 1981","4,259,329",#4259329,True
1242,,"06/051,579",Eli Lilly and Company,26729582,A61K 31/14 (20130101),"June 25, 1979","March 31, 1981","4,259,354",#4259354,True
1243,,"06/043,512","Internationale Octrooi Maatschappij ""Octropa"" B.V.",10223280,A23C 11/02 (20130101); A23C 11/06 (20130101); A23L 33/18 (20160801); A23J 3/34 (20130101); Y10S 426/807 (20130101),"May 29, 1979","March 31, 1981","4,259,357",#4259357,True
1244,,"06/030,656",Liquid Carbonic Corporation,21855301,A23L 2/76 (20130101); B01D 19/0063 (20130101); B01D 19/0005 (20130101); A23L 3/3409 (20130101),"April 16, 1979","March 31, 1981","4,259,360",#4259360,True
1245,,"06/004,785",The United States of America as represented by the Secretary of,26673468,A21D 6/003 (20130101),"January 19, 1979","March 31, 1981","4,259,362",#4259362,True
1246,,"06/061,951",International Business Machines Corporation,22039231,H01L 21/4814 (20130101); H01L 21/76892 (20130101); H01L 23/525 (20130101); H05K 3/225 (20130101); H05K 3/4685 (20130101); H01L 2924/0002 (20130101); H05K 2203/173 (20130101); H05K 2203/175 (20130101); H01L 2924/0002 (20130101); H01L 2924/00 (20130101),"July 30, 1979","March 31, 1981","4,259,367",#4259367,True
1247,,"05/955,790",,25497338,B32B 7/02 (20130101); B42D 25/42 (20141001); B32B 27/08 (20130101); B42D 25/23 (20141001); B42D 25/00 (20141001); Y10T 428/24802 (20150115); B42D 2035/06 (20130101); B42D 2035/08 (20130101); B42D 2035/44 (20130101); B42D 2035/50 (20130101); Y10S 428/916 (20130101); Y10S 283/90 (20130101); B32B 2425/00 (20130101); B32B 2307/412 (20130101); B32B 2307/31 (20130101); B42D 25/318 (20141001); B42D 25/309 (20141001); B42D 25/28 (20141001); Y10T 428/24868 (20150115); B42D 2033/04 (20130101),"October 30, 1978","March 31, 1981","4,259,391",#4259391,True
1248,,"06/032,829","Fuji Photo Film Co., Ltd.",14933920,G02B 5/1876 (20130101); G11B 23/0057 (20130101); G03F 7/094 (20130101),"April 24, 1979","March 31, 1981","4,259,433",#4259433,True
1249,,"06/032,666","Shinko Electric Industries Co., Ltd.",12830874,H01L 21/4839 (20130101); H01L 23/49572 (20130101); H01L 2924/0002 (20130101); H01L 2924/0002 (20130101); H01L 2924/00 (20130101),"April 23, 1979","March 31, 1981","4,259,436",#4259436,True
1250,,"06/103,805",Eastman Kodak Company,22297121,C08G 63/78 (20130101),"December 14, 1979","March 31, 1981","4,259,478",#4259478,True
1251,,"06/093,358",Stauffer Chemical Company,27377489,C07D 207/20 (20130101); C07D 307/52 (20130101); C07D 307/14 (20130101); C07D 295/185 (20130101),"November 13, 1979","March 31, 1981","4,259,484",#4259484,True
1252,,"05/957,163",Polaroid Corporation,25499167,C07D 275/06 (20130101),"November 2, 1978","March 31, 1981","4,259,493",#4259493,True
1253,,"06/074,217",Ciba-Geigy Corporation,22118384,C07F 9/4075 (20130101); C07D 213/61 (20130101),"September 10, 1979","March 31, 1981","4,259,495",#4259495,True
1254,,"06/150,788",Rohm and Haas Company,26752118,C07C 37/055 (20130101); C07C 213/06 (20130101); C07C 37/64 (20130101); C07C 231/02 (20130101); C07C 67/14 (20130101); C07C 213/08 (20130101); C07C 201/12 (20130101); C07C 201/08 (20130101); C07C 37/64 (20130101); C07C 39/235 (20130101); C07C 37/055 (20130101); C07C 39/26 (20130101); C07C 201/12 (20130101); C07C 205/37 (20130101); C07C 201/08 (20130101); C07C 205/58 (20130101); C07C 201/12 (20130101); C07C 205/59 (20130101); C07C 231/02 (20130101); C07C 233/65 (20130101); C07C 213/08 (20130101); C07C 219/14 (20130101); C07C 213/06 (20130101); C07C 219/14 (20130101); C07C 231/02 (20130101); C07C 235/46 (20130101); C07C 67/14 (20130101); C07C 69/65 (20130101),"May 19, 1980","March 31, 1981","4,259,510",#4259510,True
1255,,"06/088,447",The Upjohn Company,26700400,C07C 405/00 (20130101); C07C 405/0016 (20130101); C07F 9/4015 (20130101); C07C 405/0041 (20130101); C07D 307/935 (20130101); C07C 405/0025 (20130101),"October 26, 1979","March 31, 1981","4,259,514",#4259514,True
1256,,"06/100,576",Metallgesellschaft Aktiengesellschaft,6057173,B01J 8/0005 (20130101); B01J 19/246 (20130101); C07C 29/149 (20130101); C07C 29/149 (20130101); C07C 31/125 (20130101); Y10S 261/27 (20130101),"December 5, 1979","March 31, 1981","4,259,536",#4259536,True
1257,,"06/031,996","Bell Telephone Laboratories, Incorporated",26707854,C08L 53/025 (20130101); H01B 3/22 (20130101); H01B 3/441 (20130101); H01B 7/285 (20130101); C08L 53/00 (20130101); C08L 91/00 (20130101); C08L 23/00 (20130101); C08L 53/025 (20130101); Y02A 30/14 (20180101); C08L 2666/02 (20130101),"April 20, 1979","*     March 31, 1981","4,259,540",#4259540,True
1258,,"06/011,728","Earmark, Inc.",21751720,H04R 25/554 (20130101); H04R 2225/021 (20130101),"February 12, 1979","March 31, 1981","4,259,547",#4259547,True
1259,,"06/042,468",The Mead Corporation,21922097,B07C 5/10 (20130101); G07F 7/0609 (20130101); B07C 5/126 (20130101),"May 25, 1979","March 31, 1981","4,259,571",#4259571,True
1260,,"05/961,732",Novak; Robert,6024814,A61B 6/0414 (20130101); G03B 42/047 (20130101); A61B 6/502 (20130101); A61B 6/08 (20130101),"November 17, 1978","March 31, 1981","4,259,585",#4259585,True
1261,,"06/001,302",Wagner Electric Corporation,26668832,G01R 13/408 (20130101); H01J 31/15 (20130101); H01J 29/08 (20130101),"January 5, 1979","March 31, 1981","4,259,613",#4259613,True
1262,,"05/927,887",Armstrong Cork Company,25455398,G01R 27/02 (20130101); G01N 27/048 (20130101),"July 25, 1978","March 31, 1981","4,259,633",#4259633,True
1263,,"06/037,970",Illinois Tool Works Inc.,21897357,H01H 37/765 (20130101),"May 11, 1979","March 31, 1981","4,259,656",#4259656,True
1264,,"06/042,853","RMR Systems, Inc.",21924091,A61B 5/05 (20130101); G08B 21/06 (20130101); B60K 28/066 (20130101),"May 29, 1979","March 31, 1981","4,259,665",#4259665,True
1265,,"06/141,119","Bell Telephone Laboratories, Incorporated",22494238,H01L 21/2257 (20130101); H01L 23/53271 (20130101); H01L 29/1008 (20130101); H01L 29/42304 (20130101); H01L 29/735 (20130101); H01L 2924/0002 (20130101); H01L 2924/0002 (20130101); H01L 2924/00 (20130101),"April 17, 1980","March 31, 1981","4,259,680",#4259680,True
1266,,"06/049,528",U.S. Philips Corporation,9210079,H04N 1/417 (20130101); G06T 9/004 (20130101),"June 18, 1979","March 31, 1981","4,259,693",#4259693,True
1267,,"05/940,129",Tokyo Shibaura Denki Kabushiki Kaisha,14448779,G06F 9/4825 (20130101),"September 6, 1978","March 31, 1981","4,259,717",#4259717,True
1268,,"06/027,223",International Business Machines Corporation,6037382,G11C 11/4113 (20130101); H01L 21/761 (20130101); H03K 3/288 (20130101); H01L 27/0821 (20130101); H01L 27/0233 (20130101),"April 5, 1979","March 31, 1981","4,259,730",#4259730,True
1269,,"06/038,818","Seiscom Delta, Inc.",21902077,G01V 1/301 (20130101),"May 14, 1979","March 31, 1981","4,259,733",#4259733,True
1270,,"05/810,640",,25204318,B43L 13/16 (20130101),"June 27, 1977","April 7, 1981","4,259,784",#4259784,True
1271,,,,,,,"4,259,786","4,259,786",#4259786,True
1272,,"06/046,653",,21944644,A63H 13/16 (20130101); A63H 13/02 (20130101),"June 8, 1979","April 7, 1981","4,259,805",#4259805,True
1273,,"05/714,919",,24871995,B28B 1/087 (20130101); B28B 7/08 (20130101); B28B 13/06 (20130101); B28B 23/00 (20130101); C04B 14/16 (20130101); C04B 28/02 (20130101); C04B 41/009 (20130101); E04C 2/04 (20130101); C04B 41/65 (20130101); C04B 28/02 (20130101); C04B 14/16 (20130101); C04B 14/42 (20130101); C04B 41/009 (20130101); C04B 28/02 (20130101),"August 16, 1976","April 7, 1981","4,259,824",#4259824,True
1274,,"05/955,350",R. A. Pearson Co.,25496710,B65B 21/18 (20130101),"October 27, 1978","April 7, 1981","4,259,826",#4259826,True
1275,,"06/092,705",Anderson Bros. Mfg. Co.,22234664,B65B 3/027 (20130101),"November 9, 1979","April 7, 1981","4,259,827",#4259827,True
1276,,"06/048,999",,21957556,F25B 1/00 (20130101); F25B 13/00 (20130101); F25B 41/00 (20130101); F25B 40/00 (20130101); F25B 2400/23 (20130101); F25B 2400/13 (20130101),"June 15, 1979","April 7, 1981","4,259,848",#4259848,True
1277,,"06/030,002",,21852015,G01N 33/386 (20130101); G01N 25/04 (20130101),"April 16, 1979","April 7, 1981","4,259,860",#4259860,True
1278,,"05/969,948",Zahnradfabrik Friedrichshafen AG,6027609,F16H 47/04 (20130101); F16H 2037/088 (20130101),"December 15, 1978","April 7, 1981","4,259,881",#4259881,True
1279,,"06/109,569",,22328372,B25B 13/06 (20130101); B25B 13/463 (20130101); B25B 13/107 (20130101),"January 4, 1980","April 7, 1981","4,259,883",#4259883,True
1280,,"06/036,288",,21887746,A47B 9/00 (20130101); A47B 2200/0039 (20130101); A47B 2009/006 (20130101),"May 7, 1979","April 7, 1981","4,259,909",#4259909,True
1281,,"06/041,404",Janome Sewing Machine Co. Ltd.,13177804,D05B 19/10 (20130101); G05B 19/106 (20130101),"May 21, 1979","April 7, 1981","4,259,913",#4259913,True
1282,,"05/827,695",Amerace Corporation,25249898,B05B 13/0242 (20130101); F16B 33/06 (20130101),"August 25, 1977","April 7, 1981","4,259,922",#4259922,True
1283,,"05/874,138",Northwood; Sadie M.,25363061,F24B 1/181 (20130101),"February 1, 1978","April 7, 1981","4,259,941",#4259941,True
1284,,"05/929,324",,25457666,A61F 13/38 (20130101); G10D 9/00 (20130101); B08B 1/00 (20130101),"July 31, 1978","April 7, 1981","4,259,955",#4259955,True
1285,,"05/888,717",Colgate-Palmolive Company,25393742,A61F 13/49004 (20130101); A61F 13/622 (20130101); A61F 13/5638 (20130101); Y10S 128/15 (20130101),"March 21, 1978","April 7, 1981","4,259,957",#4259957,True
1286,,"06/054,600",,21992217,A61B 5/1491 (20130101); A61B 5/14552 (20130101),"July 3, 1979","April 7, 1981","4,259,963",#4259963,True
1287,,"06/046,004",Titeflex Corporation,21941040,F16L 11/087 (20130101); F16L 25/01 (20130101); F16L 33/245 (20130101); F16L 57/04 (20130101); F16L 11/127 (20130101); Y10T 428/1369 (20150115); Y10T 428/31598 (20150401); Y10T 428/31605 (20150401); Y10T 428/31663 (20150401); Y10T 428/1355 (20150115); Y10T 428/24124 (20150115); Y10S 428/92 (20130101); Y10S 428/921 (20130101); Y10T 428/2936 (20150115); Y10T 428/31551 (20150401),"June 6, 1979","April 7, 1981","4,259,989",#4259989,True
1288,,"06/045,702",Texaco Inc.,21939404,B67D 7/048 (20130101),"June 4, 1979","April 7, 1981","4,260,000",#4260000,True
1289,,"05/955,668",,25497165,A45C 11/38 (20130101); B65D 25/06 (20130101); B65D 31/12 (20130101); A45C 13/02 (20130101); A45C 3/00 (20130101); B65D 2313/00 (20130101),"October 27, 1978","April 7, 1981","4,260,004",#4260004,True
1290,,"06/093,647",The Dow Chemical Company,22240034,E21B 34/14 (20130101); E21B 33/16 (20130101),"November 13, 1979","April 7, 1981","4,260,017",#4260017,True
1291,,"06/016,728",Yamato Scale Company Limited,14441717,G01G 19/44 (20130101); G01G 19/41 (20130101),"March 2, 1979","April 7, 1981","4,260,033",#4260033,True
1292,,"06/012,226",,21753955,A45C 13/02 (20130101); A45C 3/00 (20130101),"February 14, 1979","April 7, 1981","4,260,055",#4260055,True
1293,,"06/138,824",Rubbermaid Commercial Products Inc.,22483830,B65D 43/0202 (20130101); B65D 2251/1008 (20130101); B65D 2543/00194 (20130101); B65D 2543/00537 (20130101); B65D 2543/00296 (20130101); B65D 2543/00388 (20130101); B65D 2543/00527 (20130101); B65D 2543/00231 (20130101),"April 10, 1980","April 7, 1981","4,260,069",#4260069,True
1294,,"06/092,649",Vending Components Inc.,22234341,B67D 1/0832 (20130101),"November 9, 1979","April 7, 1981","4,260,074",#4260074,True
1295,,"06/113,398","Summit Packaging Systems, Inc.",22349168,B65D 83/24 (20130101); B65D 83/20 (20130101),"January 18, 1980","April 7, 1981","4,260,080",#4260080,True
1296,,"06/054,930",Sanried Fr. Sander & Riedmaier GmbH & Co.,25774960,B41J 3/24 (20130101),"July 5, 1979","April 7, 1981","4,260,102",#4260102,True
1297,,"05/910,623",Grove Valve and Regulator Company,25429073,F16K 27/105 (20130101); Y10T 29/49421 (20150115),"May 30, 1978","April 7, 1981","4,260,134",#4260134,True
1298,,"06/074,820",,22121881,E04H 17/1426 (20130101),"September 12, 1979","April 7, 1981","4,260,138",#4260138,True
1299,,"06/066,283",Matthey Rustenburg Refiners,10007580,C22B 1/08 (20130101); C22B 11/02 (20130101); C22B 9/02 (20130101); Y02P 10/234 (20151101),"August 13, 1979","April 7, 1981","4,260,139",#4260139,True
1300,,"06/075,161",Pennsylvania Engineering Corporation,22123963,C21C 5/4633 (20130101),"September 12, 1979","April 7, 1981","4,260,140",#4260140,True
1301,,"06/044,551",Ringfeder G.m.b.H.,6069982,F16F 1/34 (20130101); B61G 11/14 (20130101),"June 1, 1979","April 7, 1981","4,260,142",#4260142,True
1302,,"06/037,411",Sound-Source International,6691385,G11B 23/42 (20130101); G11B 17/028 (20130101),"May 9, 1979","April 7, 1981","4,260,161",#4260161,True
1303,,"06/003,319",Chrysler Corporation,21705239,B60G 15/068 (20130101); B60G 2206/91 (20130101); B60G 2202/31 (20130101); B60G 2202/312 (20130101); B60G 2204/124 (20130101); B60G 2204/1242 (20130101); B60G 2204/128 (20130101); B60G 2204/41 (20130101); B60G 2204/418 (20130101); B60G 2204/43 (20130101); B60G 2204/44 (20130101); B60G 2204/45 (20130101); B60G 2204/4502 (20130101); B60G 2204/45021 (20130101); B60G 2204/61 (20130101); B60G 2200/46 (20130101),"January 15, 1979","April 7, 1981","4,260,176",#4260176,True
1304,,"06/059,795",Hughes Aircraft Company,22025280,F16L 37/004 (20130101); F16L 37/2445 (20130101); G02B 6/4428 (20130101); G02B 6/3886 (20130101); Y10T 292/11 (20150401); G01V 1/202 (20130101); H02G 3/06 (20130101),"July 23, 1979","April 7, 1981","4,260,180",#4260180,True
1305,,"05/875,514",H. R. Turner,9783906,F16C 11/10 (20130101),"February 6, 1978","April 7, 1981","4,260,190",#4260190,True
1306,,"05/959,223","Tracor, Inc.",25501792,G02B 27/644 (20130101); G02B 27/642 (20130101),"November 9, 1978","April 7, 1981","4,260,218",#4260218,True
1307,,"06/024,286",International Business Machines Corporation,21819817,G03G 21/0005 (20130101); G03G 15/0258 (20130101); G03G 21/00 (20130101); G03G 2221/0005 (20130101),"March 26, 1979","April 7, 1981","4,260,235",#4260235,True
1308,,"06/084,963",Pitney Bowes Inc.,22188323,G03G 21/0005 (20130101); G03G 21/10 (20130101); G03G 21/12 (20130101),"October 15, 1979","April 7, 1981","4,260,243",#4260243,True
1309,,"05/974,571",International Business Machines Corporation,25522195,G01B 11/0675 (20130101),"December 29, 1978","April 7, 1981","4,260,259",#4260259,True
1310,,"05/922,608",The Babcock & Wilcox Company,25447312,B29B 15/105 (20130101); D04H 1/60 (20130101); B29K 2307/00 (20130101); B29K 2081/04 (20130101),"July 7, 1978","April 7, 1981","4,260,265",#4260265,True
1311,,"06/051,727",General Electric Company,21973022,B41J 2/25 (20130101); B41J 2/29 (20130101); Y10T 29/4902 (20150115),"June 25, 1979","April 7, 1981","4,260,269",#4260269,True
1312,,"06/075,011",Armstrong Cork Company,22122979,A47G 27/0487 (20130101); B29C 65/54 (20130101); B29C 66/1142 (20130101); B29C 66/836 (20130101); B29C 66/861 (20130101); E04F 21/22 (20130101); B29C 66/43 (20130101); B29L 2031/732 (20130101),"September 13, 1979","April 7, 1981","4,260,273",#4260273,True
1313,,"06/031,625",,21860511,E02B 8/085 (20130101); A01K 61/10 (20170101); A01K 79/00 (20130101); A01K 61/95 (20170101); Y02A 40/60 (20180101),"April 19, 1979","April 7, 1981","4,260,286",#4260286,True
1314,,"06/040,004","The Ducon Company, Inc.",21908545,B01J 8/0015 (20130101); B01J 3/02 (20130101),"May 17, 1979","April 7, 1981","4,260,298",#4260298,True
1315,,"06/014,514",The Perkin-Elmer Corporation,26686189,F04B 1/02 (20130101); F04B 9/042 (20130101); F04B 11/0066 (20130101); F04B 53/164 (20130101); F04B 53/008 (20130101); F04B 53/1005 (20130101); F04B 53/14 (20130101); F04B 53/00 (20130101),"February 22, 1979","April 7, 1981","4,260,342",#4260342,True
1316,,"05/910,682","Johnson Controls, Inc.",25429165,F23N 5/203 (20130101); F23N 2023/26 (20130101); F23N 2027/12 (20130101); F23N 2031/06 (20130101); F23N 2029/00 (20130101); F23N 2031/04 (20130101); F23N 2027/36 (20130101),"May 30, 1978","*     April 7, 1981","4,260,362",#4260362,True
