,Applicant Country,Applicant Number,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
1391,,"06/342,705",Kabushiki Kaisha Hosokawa Yoko,14578652,B65B 7/2878 (20130101); C09K 2003/1084 (20130101); C09K 2200/0213 (20130101); Y10T 428/2826 (20150115); C09K 2200/0622 (20130101); C09K 2200/0685 (20130101); Y10S 215/02 (20130101); C09K 2200/062 (20130101),"January 25, 1982","April 10, 1984","4,442,129",#4442129,True
1392,,"06/354,113",Texas Instruments Incorporated,23391923,H05B 33/22 (20130101); H05B 33/145 (20130101),"March 2, 1982","April 10, 1984","4,442,136",#4442136,True
1393,,"06/102,576",Raychem Corporation,22290552,B32B 27/08 (20130101); H01M 4/96 (20130101); H05B 3/145 (20130101); H05F 3/02 (20130101); H05K 1/0366 (20130101); H05K 3/102 (20130101); H05K 9/009 (20130101); H01B 1/24 (20130101); B32B 2323/04 (20130101); H05K 1/036 (20130101); H05K 1/095 (20130101); H05K 3/38 (20130101); H05K 2201/0251 (20130101); H05K 2201/0284 (20130101); H05K 2201/0293 (20130101); H05K 2201/0323 (20130101); Y10T 428/23921 (20150401); Y10T 428/23914 (20150401); Y10T 428/24893 (20150115); Y10T 428/2918 (20150115); Y10T 428/30 (20150115); B32B 2315/085 (20130101); B32B 2037/1215 (20130101); B32B 2262/0284 (20130101),"December 11, 1979","*     April 10, 1984","4,442,139",#4442139,True
1394,,"06/311,458",,6115071,H01M 4/8626 (20130101); H01M 12/065 (20130101); H01M 2004/8689 (20130101),"October 14, 1981","April 10, 1984","4,442,183",#4442183,True
1395,,"06/385,628",Xerox Corporation,23522214,G03G 5/047 (20130101); G03G 5/0436 (20130101),"June 7, 1982","April 10, 1984","4,442,192",#4442192,True
1396,,"06/468,692",Asahi Kasei Kogyo Kabushiki Kaisha,12714222,G03C 1/498 (20130101),"February 28, 1983","April 10, 1984","4,442,202",#4442202,True
1397,,"06/312,586",Kennecott Corporation,23212142,C04B 28/06 (20130101); C04B 40/065 (20130101); C04B 28/06 (20130101); C04B 14/06 (20130101); C04B 14/062 (20130101); C04B 14/46 (20130101); C04B 18/26 (20130101); C04B 24/383 (20130101); C04B 40/065 (20130101); Y02W 30/97 (20150501),"October 19, 1981","April 10, 1984","4,442,219",#4442219,True
1398,,"06/389,559",Firma Carl Freudenberg,6049288,C08J 9/0061 (20130101); C08L 23/12 (20130101); C08K 5/14 (20130101); C08L 23/12 (20130101); C08L 9/00 (20130101); C08L 23/12 (20130101); C08J 2323/12 (20130101); C08J 2409/00 (20130101); C08L 9/00 (20130101); C08L 2312/00 (20130101); C08L 2312/06 (20130101); C08L 2666/06 (20130101),"June 17, 1982","April 10, 1984","4,442,233",#4442233,True
1399,,"06/443,822",Texaco Inc.,23762333,C08G 18/606 (20130101); C08G 18/5039 (20130101),"November 22, 1982","April 10, 1984","4,442,238",#4442238,True
1400,,"06/249,795",SCM Corporation,26790476,C09D 5/4484 (20130101); C09D 163/00 (20130101); C09D 163/00 (20130101); C08L 2666/04 (20130101),"April 1, 1981","April 10, 1984","4,442,246",#4442246,True
1401,,"06/482,391",Atlantic Richfield Company,23915877,B01J 19/006 (20130101); B01J 19/1862 (20130101); B01J 2219/00094 (20130101); B01J 2219/185 (20130101); B01J 2219/00162 (20130101); B01J 2219/00777 (20130101); B01J 2219/00159 (20130101),"April 6, 1983","April 10, 1984","4,442,273",#4442273,True
1402,,"06/295,512",The United States of America as represented by the United States,23138020,C07C 65/03 (20130101); Y10S 514/836 (20130101),"August 24, 1981","April 10, 1984","4,442,305",#4442305,True
1403,,"06/433,195",Shell Oil Company,23719206,B01J 23/8876 (20130101); C07C 45/32 (20130101); C07C 45/32 (20130101); C07C 47/04 (20130101); B01J 2523/00 (20130101); B01J 2523/00 (20130101); B01J 2523/54 (20130101); B01J 2523/68 (20130101); B01J 2523/842 (20130101),"October 7, 1982","April 10, 1984","4,442,307",#4442307,True
1404,,"06/291,031",Fukuda Denshi Kabushiki Kaisha,26487111,A61B 5/0408 (20130101); H01B 7/0018 (20130101); Y10T 29/49124 (20150115); A61B 2562/222 (20130101),"August 7, 1981","April 10, 1984","4,442,315",#4442315,True
1405,,"06/238,598",,22898578,H04M 11/007 (20130101),"February 26, 1981","April 10, 1984","4,442,319",#4442319,True
1406,,"06/327,486","Base Ten Systems, Inc.",23276734,H04M 11/04 (20130101); H04M 11/002 (20130101),"December 4, 1981","April 10, 1984","4,442,320",#4442320,True
1407,,"06/391,966","Tibbetts Industries, Inc.",23548708,H04R 19/00 (20130101); Y10T 29/49226 (20150115),"June 24, 1982","April 10, 1984","4,442,324",#4442324,True
1408,,"06/336,636",Brown Boveri Electric Inc.,23316989,H01H 33/022 (20130101); H01H 33/56 (20130101); H01H 2033/024 (20130101); H01H 33/24 (20130101),"January 4, 1982","April 10, 1984","4,442,329",#4442329,True
1409,,"06/517,981",Compagnie Internationale pour l'Informatique CII Honeywell Bull,9224748,G07F 7/1008 (20130101),"July 29, 1983","April 10, 1984","4,442,345",#4442345,True
1410,,"06/304,290",U.S. Philips Corporation,10516300,G01F 23/22 (20130101); G01J 5/62 (20130101); G01J 5/089 (20130101); G01J 5/08 (20130101),"September 21, 1981","April 10, 1984","4,442,357",#4442357,True
1411,,"06/413,090","Fuji Photo Optical Co., Ltd.",23635784,H05B 41/325 (20130101),"August 30, 1982","April 10, 1984","4,442,381",#4442381,True
1412,,"06/395,136",Chiu Technical Corporation,23561846,H05B 41/2885 (20130101); Y02B 20/202 (20130101),"July 6, 1982","April 10, 1984","4,442,382",#4442382,True
1413,,"06/249,887",,22945426,G01N 27/9013 (20130101),"April 1, 1981","April 10, 1984","4,442,403",#4442403,True
1414,,"06/262,713",,22998688,G01S 13/782 (20130101),"May 11, 1981","April 10, 1984","4,442,430",#4442430,True
1415,,"06/365,123",Xerox Corporation,23437562,B41J 2/185 (20130101); B41J 2002/1853 (20130101),"April 5, 1982","April 10, 1984","4,442,440",#4442440,True
1416,,"06/472,636",RCA Corporation,10528892,H01L 29/7883 (20130101); G11C 16/0416 (20130101),"March 7, 1983","April 10, 1984","4,442,447",#4442447,True
1417,,"06/329,466","Fuji Xerox Co., Ltd.",26495811,H04N 1/1017 (20130101); H04N 1/1026 (20130101); H04N 1/1048 (20130101); H04N 1/1052 (20130101); H04N 1/1043 (20130101); H04N 1/193 (20130101),"December 10, 1981","April 10, 1984","4,442,460",#4442460,True
1418,,"06/316,328",Sony Corporation,15577510,H04N 5/923 (20130101); H04N 7/085 (20130101); H04N 5/928 (20130101),"October 29, 1981","April 10, 1984","4,442,461",#4442461,True
1419,,"06/362,431","Siemens-Allis, Inc.",23426098,H02H 3/0935 (20130101),"March 26, 1982","April 10, 1984","4,442,472",#4442472,True
1420,,"06/397,754",Westinghouse Electric Corp.,23572483,H01G 4/38 (20130101); H01G 2/14 (20130101),"July 13, 1982","April 10, 1984","4,442,473",#4442473,True
1421,,"06/248,821",Datapoint Corporation,22940833,G06F 11/22 (20130101); H04Q 3/54 (20130101); H04M 11/068 (20130101); H04Q 11/0407 (20130101); G06F 11/008 (20130101); G06F 11/10 (20130101); G06F 11/2294 (20130101); G06F 11/1666 (20130101); G06F 11/20 (20130101); G06F 11/2025 (20130101); G06F 11/2038 (20130101),"March 3, 1981","April 10, 1984","4,442,502",#4442502,True
1422,,"06/323,557",Tokyo Shibaura Denki Kabushiki Kaisha,15849665,G03G 15/50 (20130101),"November 20, 1981","April 10, 1984","4,442,505",#4442505,True
1423,,"06/331,750",The United States of America as represented by the Secretary of the Air,23295219,H01S 3/031 (20130101),"December 17, 1981","April 10, 1984","4,442,523",#4442523,True
1424,,"06/270,543","Bell Telephone Laboratories, Incorporated",23031718,H04M 11/062 (20130101),"June 4, 1981","April 10, 1984","4,442,540",#4442540,True
1425,,"06/401,777","Talon, Inc.",23589189,A44B 19/42 (20130101); B29D 5/00 (20130101); Y10T 29/53291 (20150115); Y10T 29/5101 (20150115); Y10T 29/49782 (20150115),"July 26, 1982","April 17, 1984","4,442,583",#4442583,True
1426,,"06/204,352",MERO-Werke Dr.-Ing. Max Mengeringhausen GmbH & Co.,6085298,E04F 15/02429 (20130101); E04F 15/024 (20130101),"November 5, 1980","April 17, 1984","4,442,645",#4442645,True
1427,,"06/496,592","Daiwa Can Company, Limited",26358227,B65B 35/50 (20130101),"May 20, 1983","April 17, 1984","4,442,654",#4442654,True
1428,,"06/377,347",,23488751,A01D 75/303 (20130101),"May 12, 1982","April 17, 1984","4,442,658",#4442658,True
1429,,"06/223,201",Yoshida Kogyo K. K.,13965560,A44B 19/343 (20130101); D04B 21/16 (20130101); D10B 2501/0631 (20130101),"January 7, 1981","April 17, 1984","4,442,685",#4442685,True
1430,,"06/460,307","Litton Systems, Inc.",23828176,G01N 33/0014 (20130101),"January 24, 1983","April 17, 1984","4,442,698",#4442698,True
1431,,"06/451,556",Allis-Chalmers Corporation,23792697,G01N 3/567 (20130101),"December 20, 1982","April 17, 1984","4,442,707",#4442707,True
1432,,"06/327,973",Schlumberger Technology Corporation,9249226,G01F 1/3209 (20130101); E21B 47/101 (20130101),"December 7, 1981","April 17, 1984","4,442,711",#4442711,True
1433,,"06/242,979",Sakae Tsushin Kogyo Co. Ltd.,15751994,G05G 5/26 (20130101); H01C 10/14 (20130101); Y10T 74/2066 (20150115),"March 12, 1981","April 17, 1984","4,442,724",#4442724,True
1434,,"06/276,199",Zahnraderfabrik Renk A.G.,6105134,F16C 25/00 (20130101); F16H 1/22 (20130101); F16H 3/14 (20130101); F16C 2361/61 (20130101); Y10T 74/19284 (20150115); Y10T 74/19409 (20150115); Y10T 74/19628 (20150115),"June 22, 1981","April 17, 1984","4,442,728",#4442728,True
1435,,"06/309,141",Aisin Warner Kabushiki Kaisha,15259116,B60K 17/344 (20130101); F16H 57/043 (20130101); F16H 57/0037 (20130101); Y10T 74/19991 (20150115); F16H 57/0484 (20130101),"October 6, 1981","April 17, 1984","4,442,729",#4442729,True
1436,,"06/390,178","Litton Industrial Products, Inc.",23541414,B23Q 1/66 (20130101); B23Q 7/18 (20130101); Y10T 82/2514 (20150115); Y10T 29/5124 (20150115); Y10T 29/5128 (20150115); Y10T 82/2511 (20150115); Y10T 74/18808 (20150115),"June 21, 1982","April 17, 1984","4,442,739",#4442739,True
1437,,"06/144,286","Norlin Industries, Inc.",22507907,G10H 7/02 (20130101),"April 28, 1980","April 17, 1984","4,442,745",#4442745,True
1438,,"06/357,330","Belson Manufacturing Co., Inc.",23405148,A47J 37/0704 (20130101); A47J 37/049 (20130101),"March 11, 1982","April 17, 1984","4,442,762",#4442762,True
1439,,"06/326,421",,26277734,B30B 9/32 (20130101); Y10S 100/901 (20130101),"December 1, 1981","April 17, 1984","4,442,766",#4442766,True
1440,,"06/374,358",The Babcock & Wilcox Company,23476454,F22B 21/345 (20130101); F22B 31/045 (20130101); F22B 37/148 (20130101); F22B 37/48 (20130101); F22G 7/14 (20130101); F23J 3/023 (20130101); F28G 7/00 (20130101); F22D 1/04 (20130101); Y02E 20/12 (20130101),"May 3, 1982","April 17, 1984","4,442,800",#4442800,True
1441,,"06/203,910",,22755804,F24D 11/003 (20130101); F24S 20/66 (20180501); F24S 60/00 (20180501); Y02B 10/20 (20130101); Y02E 10/44 (20130101),"November 4, 1980","April 17, 1984","4,442,826",#4442826,True
1442,,"06/391,225",Bycosin AB,20344136,C23G 5/04 (20130101); Y10T 137/6198 (20150401),"June 23, 1982","April 17, 1984","4,442,851",#4442851,True
1443,,"06/300,560",Shoketsu Kinzoku Kogyo Kabushiki Kaisha,23159610,F16K 31/0606 (20130101); F16K 31/0627 (20130101); Y10T 137/86622 (20150401); Y10T 137/86686 (20150401),"September 9, 1981","April 17, 1984","4,442,864",#4442864,True
1444,,"06/425,924","Meinan Machinery Works, Inc.",26446520,B27D 1/005 (20130101); F26B 13/101 (20130101); F26B 1/00 (20130101),"September 28, 1982","April 17, 1984","4,442,876",#4442876,True
1445,,"06/266,341",,25693888,B01F 3/04602 (20130101); C02F 3/1294 (20130101); C12M 41/18 (20130101); C12M 27/24 (20130101); Y02W 10/15 (20150501); Y10S 165/321 (20130101),"May 22, 1981","April 17, 1984","4,442,889",#4442889,True
1446,,"06/400,323",,23583129,E21B 29/00 (20130101); E21B 43/04 (20130101); E21B 43/247 (20130101); E21C 41/31 (20130101); E21B 43/295 (20130101); E21B 43/305 (20130101); E21B 43/26 (20130101),"July 21, 1982","April 17, 1984","4,442,896",#4442896,True
1447,,"06/377,657",Standard Oil Company,26850013,C09K 8/64 (20130101); E21B 43/267 (20130101); E21B 43/26 (20130101); C09K 8/80 (20130101),"May 13, 1982","April 17, 1984","4,442,897",#4442897,True
1448,,"06/343,634",Mobil Oil Corporation,23346921,E21B 41/06 (20130101); E21B 41/10 (20130101); E21B 41/08 (20130101); E21B 43/017 (20130101); E21B 43/013 (20130101),"January 28, 1982","April 17, 1984","4,442,900",#4442900,True
1449,,"06/430,593","Steelstran Industries, Incorporated",23708225,E06C 7/081 (20130101); E06C 1/56 (20130101),"September 30, 1982","April 17, 1984","4,442,920",#4442920,True
1450,,"06/428,137",,23697693,A63B 55/406 (20151001),"September 29, 1982","April 17, 1984","4,442,937",#4442937,True
1451,,"06/385,426",W. H. Brady Co.,23521331,G09F 3/04 (20130101); H01B 7/368 (20130101); Y10S 206/82 (20130101),"June 7, 1982","April 17, 1984","4,442,939",#4442939,True
1452,,"06/255,837",,22970072,B25C 1/003 (20130101),"April 20, 1981","April 17, 1984","4,442,965",#4442965,True
1453,,"06/416,949",Container Corporation of America,23651972,B65D 15/04 (20130101); B65D 43/0212 (20130101); B65D 77/2088 (20130101); B65D 2543/00092 (20130101); B65D 2543/0024 (20130101); B65D 2543/00796 (20130101); B65D 2543/00425 (20130101); B65D 2543/00648 (20130101); B65D 2543/00685 (20130101); B65D 2543/0074 (20130101); B65D 2543/00314 (20130101),"September 13, 1982","April 17, 1984","4,442,971",#4442971,True
1454,,"06/321,165",Bebruder Buhler AG.,4241774,B02C 4/32 (20130101); B02C 4/286 (20130101),"November 9, 1981","April 17, 1984","4,442,980",#4442980,True
1455,,"06/331,230",Societe Nationale d'Etude et de Construction de Moteurs D'Aviation,9249379,B64D 29/08 (20130101); F02K 1/72 (20130101); F02K 1/09 (20130101); Y02T 50/671 (20130101),"December 16, 1981","April 17, 1984","4,442,987",#4442987,True
1456,,"06/304,798",Siemens Aktiengesellschaft,6114017,B23B 31/24 (20130101); Y10T 279/22 (20150115); Y10T 74/20006 (20150115); Y10T 409/309464 (20150115); Y10T 279/35 (20150115); Y10T 74/18936 (20150115),"September 23, 1981","April 17, 1984","4,443,020",#4443020,True
1457,,"06/342,199",,23340797,B62H 1/06 (20130101),"January 25, 1982","April 17, 1984","4,443,024",#4443024,True
1458,,"06/257,527",,22976667,E05B 65/0021 (20130101); E05C 19/004 (20130101); Y10T 292/65 (20150401); Y10T 292/1069 (20150401); Y10S 292/36 (20130101),"April 27, 1981","April 17, 1984","4,443,033",#4443033,True
1459,,"06/344,669",Deere & Company,23351484,B62D 55/202 (20130101); B62D 55/28 (20130101); B62D 55/215 (20130101),"February 1, 1982","April 17, 1984","4,443,041",#4443041,True
1460,,"06/484,917",Strix Limited,26271830,H01R 4/2404 (20130101); H01R 2103/00 (20130101); H01R 24/30 (20130101),"April 8, 1982","April 17, 1984","4,443,050",#4443050,True
1461,,"06/268,660",Gentex Corporation,23023948,B60R 1/087 (20130101),"June 1, 1981","April 17, 1984","4,443,057",#4443057,True
1462,,"06/400,623","Ricoh Company, Ltd.",14515894,G03B 7/26 (20130101),"July 22, 1982","April 17, 1984","4,443,082",#4443082,True
1463,,"06/337,222",Citizen Watch Company Limited,27275106,H03L 1/00 (20130101); G04F 5/06 (20130101),"January 6, 1982","April 17, 1984","4,443,116",#4443116,True
1464,,"06/316,275",,19836086,E04G 7/308 (20130101); F16B 2200/406 (20180801); Y10T 403/346 (20150115); Y10T 403/443 (20150115),"October 29, 1981","April 17, 1984","4,443,127",#4443127,True
1465,,"06/294,641",Compagnie Francaise des Petroles,9245346,B63C 11/40 (20130101); F16L 55/18 (20130101); F16L 1/26 (20130101),"August 20, 1981","April 17, 1984","4,443,129",#4443129,True
1466,,"06/330,671",Armco Inc.,23290792,B63C 11/52 (20130101); E21B 41/10 (20130101); E21B 41/04 (20130101),"December 14, 1981","April 17, 1984","4,443,130",#4443130,True
1467,,"06/193,953",,22715713,F03D 7/0248 (20130101); Y02E 10/723 (20130101),"October 6, 1980","April 17, 1984","4,443,155",#4443155,True
1468,,"06/265,379",Kabushiki Kaisha Morita Seisakusho,26412230,A61C 1/0061 (20130101),"May 20, 1981","April 17, 1984","4,443,195",#4443195,True
1469,,"06/466,658",Alfachimici S.p.A.,11301028,C23C 18/40 (20130101),"February 15, 1983","April 17, 1984","4,443,257",#4443257,True
1470,,"06/416,024",Tenax Maskin AB,26886530,C04B 28/141 (20130101); C04B 28/141 (20130101); C04B 22/14 (20130101); C04B 40/02 (20130101),"September 8, 1982","April 17, 1984","4,443,261",#4443261,True
1471,,"06/317,246","Cam Fran Tool Co., Inc.",23232784,B30B 15/34 (20130101); H01B 13/012 (20130101); H05K 13/06 (20130101); Y10T 156/1771 (20150115); Y10T 156/1028 (20150115); Y10T 156/1343 (20150115); Y10T 156/1339 (20150115),"November 2, 1981","April 17, 1984","4,443,284",#4443284,True
1472,,"06/386,253","New Way Packaging Machinery, Inc.",23524821,B65C 3/08 (20130101); B65C 9/04 (20130101); Y10T 156/1798 (20150115); Y10T 156/1033 (20150115); Y10T 156/1763 (20150115); Y10T 156/1771 (20150115); Y10T 156/1785 (20150115),"June 8, 1982","April 17, 1984","4,443,285",#4443285,True
1473,,"06/305,738","James River-Dixie/Northern, Inc.",26875125,D21F 11/002 (20130101); D21F 9/003 (20130101),"September 25, 1981","April 17, 1984","4,443,297",#4443297,True
1474,,"06/490,602","Western Electric Company, Inc.",23948739,C25C 1/00 (20130101),"May 2, 1983","April 17, 1984","4,443,305",#4443305,True
1475,,"06/477,091",Olin Corporation,23894504,C25B 15/08 (20130101); C25B 1/34 (20130101),"March 21, 1983","April 17, 1984","4,443,307",#4443307,True
1476,,"06/389,769",,23539656,A01K 63/042 (20130101); A61H 33/027 (20130101); B01F 3/0876 (20130101); B01F 5/0206 (20130101); B01F 5/0428 (20130101); C02F 3/1294 (20130101); A61H 33/6063 (20130101); B01F 3/04099 (20130101); Y02W 10/15 (20150501); Y10S 261/75 (20130101); A61H 33/6047 (20130101); B01F 5/0413 (20130101),"June 18, 1982","April 17, 1984","4,443,335",#4443335,True
1477,,"06/224,149","Economics Laboratory, Inc.",22839462,B01D 19/0409 (20130101); D21H 17/68 (20130101); D21D 5/26 (20130101),"January 12, 1981","April 17, 1984","4,443,357",#4443357,True
1478,,"06/330,767",Hoechst Aktiengesellschaft,6120064,C11D 1/835 (20130101); C11D 1/721 (20130101); C11D 1/8355 (20130101); C11D 1/722 (20130101); C11D 1/62 (20130101),"December 14, 1981","April 17, 1984","4,443,363",#4443363,True
1479,,"06/391,798",Chevron Research Company,36809028,C07D 205/08 (20130101); A01N 43/44 (20130101),"June 23, 1982","April 17, 1984","4,443,372",#4443372,True
1480,,"06/436,894",Smith Kline & French Laboratories Limited,26954054,C07D 487/04 (20130101); C07D 233/64 (20130101),"October 26, 1982","April 17, 1984","4,443,375",#4443375,True
1481,,"06/287,596",Breco Kunststoffverarbeitungs GmbH & Co. KG,6109968,B29C 45/1418 (20130101); B29C 45/14631 (20130101); B29D 23/001 (20130101); B29K 2713/00 (20130101); B29K 2021/00 (20130101); B29K 2105/06 (20130101),"July 28, 1981","April 17, 1984","4,443,396",#4443396,True
1482,,"06/408,105","Cosden Technology, Inc.",23614884,B29C 48/30 (20190201); B29C 48/21 (20190201); B29C 48/305 (20190201); B29C 48/307 (20190201); B29C 48/49 (20190201); B29C 48/92 (20190201); B29C 2948/92961 (20190201); B29C 48/07 (20190201); B29C 48/08 (20190201); B29C 2948/92152 (20190201); B29C 2948/92314 (20190201); B29C 2948/92428 (20190201); B29C 2948/926 (20190201); B29C 2948/92647 (20190201); B29C 2948/92809 (20190201),"August 16, 1982","April 17, 1984","4,443,397",#4443397,True
1483,,"06/310,268",Framatome,9247284,G21C 17/07 (20130101); G01N 2291/02827 (20130101),"October 9, 1981","April 17, 1984","4,443,402",#4443402,True
1484,,"06/441,830",Shell Oil Company,26990602,B01D 53/1493 (20130101),"November 15, 1982","April 17, 1984","4,443,418",#4443418,True
1485,,"06/370,653",Janssen Pharmaceutica N.V.,26962133,C07D 211/32 (20130101); C07D 513/04 (20130101); C07D 401/04 (20130101); C07D 239/56 (20130101),"April 21, 1982","April 17, 1984","4,443,451",#4443451,True
1486,,"06/399,612","Merck & Co., Inc.",23580222,C07D 213/89 (20130101),"July 19, 1982","April 17, 1984","4,443,457",#4443457,True
1487,,"06/368,508",Firmenich SA,4253310,A23L 27/204 (20160801); A24B 15/30 (20130101),"April 15, 1982","April 17, 1984","4,443,485",#4443485,True
1488,,"06/378,857",,26941648,H01M 2/40 (20130101); H01M 6/24 (20130101); H01M 10/42 (20130101); H01M 12/04 (20130101); H01M 8/04 (20130101); H01M 2004/024 (20130101),"May 17, 1982","April 17, 1984","4,443,522",#4443522,True
1489,,"06/375,969","Brown, Boveri & Cie AG",6132031,H01M 10/3909 (20130101); H01M 2/1088 (20130101),"May 7, 1982","April 17, 1984","4,443,523",#4443523,True
1490,,"06/401,318",,23587252,B01J 19/087 (20130101); G03F 7/2024 (20130101); B05D 3/06 (20130101); B01J 19/123 (20130101),"July 23, 1982","April 17, 1984","4,443,533",#4443533,True
1491,,"06/344,508",The Beth Israel Hospital Association,26862028,C12N 5/0037 (20130101); C12N 2500/25 (20130101); C12N 2500/32 (20130101); C12N 2500/38 (20130101); C12N 2500/84 (20130101); C12N 2501/115 (20130101); C12N 2501/135 (20130101); C12N 2501/39 (20130101); C12N 2501/70 (20130101); C12N 2501/11 (20130101),"February 1, 1982","April 17, 1984","4,443,546",#4443546,True
1492,,"06/402,468",The M. W. Kellogg Company,23592013,C01B 3/34 (20130101); C01B 3/52 (20130101); C07C 29/1516 (20130101); C07C 29/1518 (20130101); C07C 29/1516 (20130101); C07C 31/04 (20130101); C07C 29/1518 (20130101); C07C 31/04 (20130101); C01B 2203/0415 (20130101); C01B 2203/0475 (20130101),"July 28, 1982","April 17, 1984","4,443,560",#4443560,True
1493,,"06/314,520",SCM Corporation,23220285,C08F 285/00 (20130101); C08F 283/10 (20130101),"October 26, 1981","April 17, 1984","4,443,568",#4443568,True
1494,,"06/111,105","Bell Telephone Laboratories, Incorporated",26808641,C08F 8/42 (20130101); C08F 8/42 (20130101); C08F 14/06 (20130101),"January 10, 1980","*     April 17, 1984","4,443,586",#4443586,True
1495,,"06/349,647","Toray Industries, Inc.",26359371,C08F 18/22 (20130101); C08F 20/36 (20130101); G02B 1/041 (20130101); G02B 1/041 (20130101); C08L 75/04 (20130101); G02B 1/041 (20130101); C08L 33/14 (20130101),"February 17, 1982","April 17, 1984","4,443,588",#4443588,True
1496,,"06/395,181",Olin Corporation,23562000,C07D 251/36 (20130101),"July 6, 1982","April 17, 1984","4,443,600",#4443600,True
1497,,"06/218,874","PPG Industries, Inc.",26803661,A01N 25/32 (20130101); C07D 319/06 (20130101); C07D 317/28 (20130101),"December 22, 1980","April 17, 1984","4,443,628",#4443628,True
1498,,"06/497,378","Cosden Technology, Inc.",23976618,C07C 2/862 (20130101); C07C 2/862 (20130101); C07C 15/46 (20130101); C07C 2529/08 (20130101),"May 23, 1983","April 17, 1984","4,443,643",#4443643,True
1499,,"06/351,472",The University of Delaware,26895765,H01L 31/022466 (20130101); H01L 31/068 (20130101); H01L 31/032 (20130101); Y02E 10/547 (20130101),"February 23, 1982","*     April 17, 1984","4,443,653",#4443653,True
1500,,"06/357,657",Siemens Aktiengesellschaft,6128912,H05K 5/02 (20130101); H01G 2/106 (20130101),"March 12, 1982","April 17, 1984","4,443,656",#4443656,True
1501,,"06/394,821",RCA Corporation,23560552,H04M 1/64 (20130101); H04M 1/573 (20130101),"July 2, 1982","April 17, 1984","4,443,664",#4443664,True
1502,,"06/430,946",,23709763,H04M 3/4283 (20130101); H04M 1/80 (20130101),"September 30, 1982","April 17, 1984","4,443,665",#4443665,True
1503,,"06/335,910","American Microsystems, Inc.",26809065,H03K 5/24 (20130101); H03K 5/023 (20130101),"December 30, 1981","April 17, 1984","4,443,717",#4443717,True
1504,,"06/334,367",,23306894,G10K 11/32 (20130101),"December 24, 1981","April 17, 1984","4,443,733",#4443733,True
1505,,"06/145,244","Zero-Max Industries, Incorporated",22512215,H02P 27/06 (20130101); H02P 27/047 (20130101),"April 30, 1980","April 17, 1984","4,443,750",#4443750,True
1506,,"06/394,073",General Electric Company,23557442,G01R 33/565 (20130101); G01R 33/54 (20130101),"July 1, 1982","April 17, 1984","4,443,760",#4443760,True
1507,,"05/958,920",The United States of America as represented by the Secretary of the Air,27105310,H04N 7/24 (20130101); H03K 5/153 (20130101); H03K 5/14 (20130101),"November 8, 1978","April 17, 1984","4,443,766",#4443766,True
1508,,"06/481,454",,26931290,G08G 1/087 (20130101),"April 1, 1983","April 17, 1984","4,443,783",#4443783,True
1509,,"06/412,312",Itek Corporation,26868891,G01D 5/34 (20130101); H03M 1/26 (20130101),"August 27, 1982","April 17, 1984","4,443,788",#4443788,True
1510,,"06/332,250",Sony Corporation,16119243,H04N 9/896 (20130101),"December 18, 1981","April 17, 1984","4,443,821",#4443821,True
1511,,"06/301,499",International Business Machines Corporation,23163655,G11B 5/4833 (20130101),"September 14, 1981","April 17, 1984","4,443,824",#4443824,True
1512,,"06/363,514",Ushio Denki Kabushiki Kaisha,11947817,B60Q 1/18 (20130101); B60Q 1/05 (20130101),"March 30, 1982","April 17, 1984","4,443,836",#4443836,True
1513,,"06/359,576","Protocol Computers, Inc.",23414411,H04L 29/06 (20130101); H04L 25/24 (20130101),"March 18, 1982","April 17, 1984","4,443,884",#4443884,True
1514,,"06/488,500",Stauffer Chemical Company,26970212,D06M 15/432 (20130101); Y10S 428/92 (20130101); Y10S 5/954 (20130101); Y10T 428/31891 (20150401); Y10T 428/31949 (20150401); Y10T 442/2689 (20150401); Y10T 428/31953 (20150401),"April 25, 1983","April 24, 1984","4,443,903",#4443903,True
1515,,"06/346,476",Ford Motor Company,23359565,B60G 13/001 (20130101); F16F 9/092 (20130101); F16F 9/3271 (20130101); F16F 9/43 (20130101); Y10T 29/49876 (20150115); Y10T 29/4984 (20150115); Y10T 29/49844 (20150115),"February 8, 1982","April 24, 1984","4,443,926",#4443926,True
1516,,"06/411,599",Howard Wall Limited,10524206,G01B 3/1005 (20130101); G01B 2003/1043 (20130101); G01B 2003/101 (20130101),"August 26, 1982","April 24, 1984","4,443,944",#4443944,True
1517,,"06/283,833",Mauser-Werke Oberndorf GmbH,6107427,G01B 21/26 (20130101),"July 16, 1981","April 24, 1984","4,443,951",#4443951,True
1518,,"06/319,483",The Bendix Corporation,23242424,G01C 19/34 (20130101),"November 9, 1981","April 24, 1984","4,443,952",#4443952,True
1519,,"06/295,487",Crown Metal Manufacturing Company,23137931,E04B 2/78 (20130101); Y10T 29/49908 (20150115); Y10T 29/49915 (20150115); Y10T 29/49924 (20150115); Y10T 29/49936 (20150115); Y10T 29/49893 (20150115),"August 24, 1981","April 24, 1984","4,443,979",#4443979,True
1520,,"06/358,277",Stow/Davis Furniture Company,23409018,E04B 2/7425 (20130101),"March 15, 1982","April 24, 1984","4,443,986",#4443986,True
1521,,"06/383,741",Allis-Chalmers Corporation,23514505,A01D 41/16 (20130101); Y10S 56/09 (20130101),"June 1, 1982","April 24, 1984","4,444,000",#4444000,True
